Codigo,Nombre,CodigoEstado
1063538-3454-AG26,Orden de Compra generada por invitación a compra ágil: 1063538-878-COT26,6
1426098-109-CM26,"P.02 IP-IRC CORONEL, REQ. N° 6// COMPRA TRIMESTRAL DE ABARROTES",6
1549-1811-AG26,PAC MENOR 100 UTM 107-5040 PAQ.CESAREA DESECH.ESTERIL ,4
2080-3722-SE26,CUOTA 4 DE 24 MARZO 2026,6
2432-275-AG26,Sc. Orden de Compra generada por invitación a compra ágil: 2432-308-COT26,6
2771-230-AG26,"SOPI 290, COMPRA DE TABLET, RELOJ INTELIGENTE Y BOLIGRAFO METALICO (DIDECO-ORG.COMUNITARIAS), IDDOC: 315974 COORDINAR CON KATHERINE LUNA AL FONO 9-77704275 O AL CORREO katherine.luna@munichiguayante.cl",6
3447-1018-SE26,Anexo Contrato . Amplía Plazo Ejecución Obra,6
3992-40-SE26,PROYECTO DE IMPLEMENTACIÓN DE SALAS SENSORIALES,6
4404-76-AG26,Orden de Compra generada por invitación a compra ágil: 4404-44-COT26,6
4777-367-AG26,10 M3 CUBICO DE ARIDOS,6
4850-18-AG26,Orden de Compra generada por invitación a compra ágil: 4850-17-COT26,6
539119-1404-SE26,"B.1. SERVICIO DE LAVANDERÍA PARA EL HOTEL TRIZANO CORRESPONDIENTE DE ABRIL DEL AÑO 2026, DESDE LICITACIÓN N° 539119-13-LQ24. ADMINISTRADO POR LA DIRECCIÓN DE BIENESTAR DE CARABINEROS.",6
900-432-SE26,Hogar protegido Novavita abril,6
900-491-SE26,Hogar protegido Novavita mayo,6
