Codigo,Nombre,CodigoEstado
1004-65-SE26,SERVICIO ARRIENDO DE MAQUINARIA PARA FAENAS DE CON,6
1023923-391-SE26,COMPRA SERVICIOS MEDICOS / SOCIEDAD MEDICA P Y C SPA,6
1023923-410-SE26,COMPRA SERVICIOS MEDICOS / SERVICIOS MEDICOS AUGUSTO CAMPOS SPA,6
1057389-2094-AG26,Trapero Microfibra 50x70 cm,6
1057404-475-AG26,INSUMOS CENTRAL DE ESTERILIZACION - Orden de Compra generada por invitación a compra ágil: 1057404-336-COT26,6
1057415-2898-SE26,CS- IINSTALACION DE AIRE ACONDICIONADO- SERVICIOS GENERALES-REQ. 7-22.06.001-HFCN 46592-ijf,6
1057417-11423-CM26,"IG msp CM Pedido Mayo, Compra Alimentos",6
1057417-11563-AG26,"IC GVSM AG OIC, SOLIC. ADQ. 419136 (1057417-1570-COT26)",6
1057417-11610-AG26,"IC GVSM AG ML, PEDIDO MAYO 2026 (1057417-1605-COT26)",6
1057421-206-AG26,AG- Colchón Antiescaras y Almohadas para Unidad de Hospitalizados HFC Laja. Folio N°53.221 Req-9- Ítem 2204014 (cfg),12
1057421-227-AG26,AG Insumos Clínicos para HFC Laja. Folio N°53640/53657 Req-9- Ítem 22.04.005.001 (cfg),12
1057421-243-CC26,CC- Retiro de Residuos Peligrosos y Especiales Mes Marzo 2026 HFC Laja. Folio N°54.143 Req-9- Ítem 22.08.001 (cfg),12
1057429-1002-SE26,"FRUTAS Y VERDURAS F, ENTREGA LUNES 27-04",6
1057429-951-SE26,"FRUTAS Y VERDURAS F, ENTREGA VIERNES 24-04",6
1057429-952-SE26,FRUTAS Y VERDURAS P. ENTREGA VIERNES 24-04,6
1057429-976-SE26,SERVICIOS DE MANIPULACION DE ALIMENTOS MES DE ABRIL,6
1057472-7634-SE26,ORDEN DE COMPRA DESDE 1057472-76-LR21,6
1057476-344-SE26,HOGAR TIPO 3 | JIMMY,6
1057476-389-SE26,ALIMENTOS NO PERECIBLES MACROFOOD 25.04,4
1057476-390-SE26,ALIMENTOS NO PERECIBLES SIDAPT 25.04,4
1057489-3144-SE26,IC Insumos Vasculares Grupo 2  1057489-403-LQ25,4
1057489-5444-CM26,VALE DE CARGA DE GAS ,6
1057489-5557-SE26,O.Q 2002630017 SONDA HEMATOLOGICA KIT 10 DETERMINA,6
1057489-5764-SE26,O.Q 2002629955 FILTRO PARA CELULAS 70UM NYLON ESTE,6
1057489-5791-CM26,JERINGA 3ML LUER SLIP C/AGUJA 21G- 1.1/2,6
1057489-5820-SE26,CONSIGNACION MARZO  2026 INSUMOS CIRUGIA CATARATA,4
1057489-5833-SE26,IC 2002257752 	EQUIPO ADM. MACROGOTA CON TOMA DE AIRE SIN FILTRO 20 GOTAS/ML (UMT) ,4
1057489-5866-SE26,IC INSUMOS PARA SERVICIO DE ODONTOLOGÍA 1057489-502-LP25,4
1057489-5948-SE26,IC 2003400391 EJERCITADOR PULMONAR,4
1057489-5949-SE26,IC FRESAS PARA OTORRINO 1057489-326-LR23,4
1057489-5950-SE26,IC 2003400007 CATETER SWAN GANZ 8F X 110CM,4
1057489-5951-SE26,IC 2003477523 	ELECTRODO ANAL CON CABLE FIJO 2MM ENCHUFE HEMBRA ,6
1057489-5952-SE26,IC 2003400197 	HUMIDIFICADOR PRELLENADO 350ML DE ALTO FLUJO ,4
1057489-5953-SE26,IC 2002241006 MALLA VICRYL 30X30CM,4
1057489-5954-SE26,IC AGUJA DE ELECTROMIOGRAFIA DIFERENTES MEDIDAS  1057489-344-LE25 ,4
1057489-5955-SE26,IC 2003477524 	ELECTRODOS AUTOADHESIVOS 5CM X 5CM P/EQUIPO DE ELECTROESTIMULACION ,4
1057489-5956-SE26,IC CANASTILLOS PARA UROLOGíA 1057489-347-LQ24 ,4
1057489-5957-SE26,IC 2003450159 	MINI ANCLA DE TITANIO DE 2 MM ,4
1057489-5958-SE26,IC VAINAS PARA SERVICIO DE VASCULAR  1057489-359-LQ25 ,4
1057489-5959-SE26,IC 2003409915 	LIGADURA P/PUNCION VENOSA C/LATEX (UNIDAD) ,4
1057489-5961-SE26,IC  2002240046 	ESCOBILLAS LAVADOR QUIRURGICO S/ANTISEPTICO ,4
1057489-5962-SE26,IC 2002250007 	TORULA GASA TEJIDA 3CM ESTERIL X 10 A 30 UNIDADES CON HILO RADIOPACO (DOBLE ENVOLTORIO) ,4
1057489-5963-SE26,O.Q. 2002269501 	SOLUCION DESINFECTANTE DE ALTO NIVEL ORTOFTALDEHIDO 3.8 LT ,4
1057489-5964-SE26,IC 2003400462 LAPIZ ASPIRADOR ELECTROBISTURI,4
1057489-5965-SE26,IC 2002250091 APOSITO CARBON ACTIVADO 10 X 10CM ,4
1057489-5966-SE26,IC 2002220523 SONDA FOLEY 20FR 75CC 3 VIAS CON PUN,4
1057489-5967-SE26,IC 2003460124 	ACEITE DE SILICONA 5000 CS 10ML INTRAOCULAR ,4
1057489-5968-SE26,IC 2003460141 	SET DE INTUBACION CON VIA LAGRIMAL CABEZAL ANGOSTO ,4
1057489-5969-SE26,IC 2002240343 MALLA PARCIALMENTE ABSOBIBLE 6X11CM,4
1057489-5970-SE26,IC 2002250104 	APOSITO TRANSPARENTE AVANZADO CON HENDIDURA DE 8.5X11.5CM PARA CVC ,4
1057489-5971-SE26,IC 2003459910 BOTA INMOVILIZADORA TALLA L,4
1057489-5972-SE26,IC 2003013083 TIJERA LAPAROSCOPICA MONOPOLAR 5X35,4
1057498-1615-CM26,OA JERINGA DESECHABLE INSULINA 1 ML 31G X 6 MM AGUJA FIJA CON BLISTER / JERINGA DESECHABLE TUBERCULINA 1ML 27 G X 1/2 Orden de Compra: 1057498-1615-CM26,4
1057498-1618-AG26, OA SET CUIDADO ORAL Orden de Compra generada por invitación a compra ágil: 1057498-1044-COT26,4
1057498-1648-AG26, OA PAPEL ELECTROCARDIOGRAFO 210 MM X 50 MT Orden de Compra generada por invitación a compra ágil: 1057498-1154-COT26,4
1057498-1659-AG26, OA ANTISEPTICO CHLORAPREP APLICADOR (CLORHEXIDINA S/TINTE) 1ML Orden de Compra generada por invitación a compra ágil: 1057498-1156-COT26,4
1057498-1661-AG26, OA AEROCAMARA PEDIATRICA Orden de Compra generada por invitación a compra ágil: 1057498-1155-COT26,4
1057498-1662-AG26,OA AGUJA DESECHABLE 19 G X 1 1/2 Orden de Compra generada por invitación a compra ágil: 1057498-1153-COT26,4
1057498-1664-AG26, OA EQUIPO ASPIRACION CONTINUA 15FR Orden de Compra generada por invitación a compra ágil: 1057498-1165-COT26,4
1057498-1665-AG26, OA SONDA DE ASPIRACION / SONDA NASOGASTRICA / TROCAR ESPINAL PUNTA LAPIZ Orden de Compra generada por invitación a compra ágil: 1057498-1161-COT26,4
1057501-3451-AG26,LOGIST OC  EXTRA POR CAJA FUERTE: 1057501-724-COT26 MARZO 2026,6
1057503-1469-AG26,OP_MI_PROGRAMA MONDAY,6
1057509-2420-SE26,ADQ.C.PABELLON MAR26(CONV.-JAA),12
1057509-2549-SE26,"Material Oficina MARZO 2026 (Conv, PSM)",12
1057509-3259-TD26,Orden de Compra generada por Trato Directo ID 1057509-873-FTD26,12
1057509-3326-SE26,CUADRO CONCENTRADOS DIALISIS ABRIL 2026 (CONV-HCHM-PBA),12
1057509-3557-TD26,Orden de Compra generada por Trato Directo ID 1057509-991-FTD26,12
1057509-3655-SE26,"Ins. Computacionales Abril 2026 (Conv, PRM)",12
1057509-3706-AG26,"ADQ. CHAGAS 1057509-298-COT26(CA,LAB,NVS)",12
1057509-3759-AG26,ADQ.C.COMPRA PABELLON MAR26(TDURG.-JAA),12
1057509-3767-CC26,"VALOQUIM ABRIL 2026(CN,LAB,NVS)",12
1057509-3844-SE26,CUADRO DE INSUMOS ABRIL 2026 (CONV-HCHM-CCA),12
1057509-3945-CM26,CUADRO DE INSUMOS ABRIL 2026 (CM-CCA),12
1057509-4020-SE26,INSUMOS MES DE ABRIL 2026(Lic. -PSM),12
1057509-4021-CC26,CUADRO ROPERIA Y TEXTILES ABRIL 2026 (CONV.-SSÑ-PBA),12
1057509-4046-CM26,insumos mes de abril 2026(CJM),12
1057509-4077-SE26,Insumo mes de Abril( convenio HCHM-Bodega-JOP),12
1057509-4092-SE26,INSUMO MES DE ABRIL ( Convenio hchm-bodega-JOP),12
1057509-4136-AG26,"Cuadro Pabellon Abril (ca,psm) 1057509-357-COT26",12
1057509-4178-SE26,INSUMOS MES DE ABRIL 26(Conv. - CJM),12
1057509-4189-CM26,Insumo mes de  Abril( convenio marco-bodega-JOP)Orden de Compra: 1057509-4189-CM26,12
1057509-4195-SE26,INSUMO MES DE ABRIL ( Convenio HCHM-bodega-JOP),12
1057509-4220-AG26,"Cuadro Pabellon ABRIL 2026 (Ca,PSM) 1057509-356-COT26",12
1057509-4242-TD26,Orden de Compra generada por Trato Directo ID 1057509-786-FTD26,12
1057509-4319-AG26,Orden de Compra generada por invitación a compra ágil: 1057509-378-COT26,12
1057509-4326-TD26,Orden de Compra generada por Trato Directo ID 1057509-916-FTD26,12
1057509-4341-TD26,Orden de Compra generada por Trato Directo ID 1057509-950-FTD26,12
1057509-4353-SE26,insumo mes de  Abril(convenio HCHM-Bodega-JOP),12
1057509-4390-AG26,Adq. Banqueta 4 puestos mes abril 2026-compra ágil (PBA): 1057509-374-COT26,12
1057509-4400-AG26,"Compra extra Abril 2026 compra ágil ID 1057509-387-COT26(CA, LAB,NVS)",12
1057509-4407-AG26,insumo mes de  Abril( Compra agil-bodega-JOP) 1057509-399-COT26,12
1057509-4409-CM26,"Perecibles 22 a 28 Abril 2026 (CM, PRM)",12
1057509-4410-CM26,"Perecibles 22 a 28 Abril 2026 (CM, PRM)",12
1057509-4411-TD26,Orden de Compra generada por Trato Directo ID 1057509-1120-FTD26,12
1057509-4420-TD26,Orden de Compra generada por Trato Directo ID 1057509-1112-FTD26,12
1057509-4430-AG26,"Compra extra compra ágil ID 1057509-409-COT26(CA,LAB,NVS)",12
1057509-4465-SE26,"Perecibles 22 a 28 Abril 2026 (Conv, PRM)",12
1057509-4469-SE26,"Perecibles 22 a 28 Abril 2026 (Conv, PRM)",12
1057509-4497-TD26,Orden de Compra generada por Trato Directo ID 1057509-1137-FTD26,12
1057509-4525-SE26,INSUMOS MES DE ABRIL 25(Conv. - CJM),12
1057509-4555-CM26,"Alimentos Dia del trabajador 2026 (CM, PRM)",12
1057509-4559-AG26,Orden de Compra generada por invitación a compra ágil: 1057509-403-COT26,12
1057509-4569-SE26,CUADRO MENAJE MAYO 2026 (CONV.HCHM.PBA),12
1057509-4603-SE26,CUADRO MENAJE MAYO 2026 (CONV.HCHM.PBA),12
1057509-4686-TD26,Orden de Compra generada por Trato Directo ID 1057509-1196-FTD26,6
1057533-181-AG26,FSC-76|YRV|1057533-91-COT26|CARNES Y CONGELADOS MAYO 2026,6
1057544-7193-SE26,ORDEN DE COMPRA DESDE 1057544-28-LP26,6
1057548-400-TD26,Orden de Compra generada por Trato Directo ID 1057548-10-FTD26,6
1058045-405-AG26,Orden de Compra generada por invitación a compra ágil: 1058045-251-COT26,6
1058086-2150-SE26,ORDEN DE COMPRA DESDE 1058086-29-LR24,6
