Codigo,Nombre,CodigoEstado,CodigoTipo,Tipo,TipoMoneda,TieneItems,PromedioCalificacion,CantidadEvaluacion,OrdenDescuentos,OrdenCargos,OrdenTotalNeto,OrdenPorcentajeIva,OrdenImpuestos,OrdenTotal,FechaCreacion,FechaEnvio,FechaAceptacion,FechaCancelacion,FechaUltimaModificacion,CantidadItems,Producto,Cantidad,PrecioNeto,ItemTotalCargos,ItemTotalDescuentos,ItemTotalImpuestos,ItemTotal
1063538-3454-AG26,Orden de Compra generada por invitación a compra ágil: 1063538-878-COT26,6,13,AG,CLP,1,0.0,0,0.0,0.0,2512100.0,19.0,477299.0,2989399.0,2026-04-30T09:39:05.337,2026-04-30T09:49:11.56,2026-05-02T00:25:03.31,,2026-04-30T09:45:00,1,Construcción de sistemas de fontanería o gasfitería,1.0,2512100.0,0.0,0.0,0.0,0.0
1426098-109-CM26,"P.02 IP-IRC CORONEL, REQ. N° 6// COMPRA TRIMESTRAL DE ABARROTES",6,9,CM,CLP,1,5.0,1,0.0,0.0,902520.0,19.0,0.0,902520.0,2026-04-27T12:59:56.357,2026-04-27T13:44:42.89,2026-05-02T01:54:44.033,,2026-04-30T16:07:00,1,JUREL CONSERVA AL ACEITE SAN JOSE TARRO 425 G UNIDAD VIII REGIÓN,360.0,2507.0,0.0,0.0,0.0,902520.0
1549-1811-AG26,PAC MENOR 100 UTM 107-5040 PAQ.CESAREA DESECH.ESTERIL ,4,13,AG,CLP,1,0.0,0,0.0,0.0,5746000.0,19.0,1091740.0,6837740.0,2026-04-24T09:57:06.99,2026-05-02T02:14:17.86,,,2026-04-24T09:59:00,1,Ropa para salas esterilizadas,260.0,22100.0,0.0,0.0,0.0,0.0
2080-3722-SE26,CUOTA 4 DE 24 MARZO 2026,6,8,SE,CLP,1,0.0,0,0.0,0.0,1050000.0,19.0,199500.0,1249500.0,2026-04-22T15:24:28.8,2026-04-29T15:13:03.813,2026-05-02T02:17:48.06,,2026-04-22T16:34:00,1,Servicio de mantenimiento de equipo de fabricación,1.0,1050000.0,0.0,0.0,0.0,1050000.0
2432-275-AG26,Sc. Orden de Compra generada por invitación a compra ágil: 2432-308-COT26,6,13,AG,CLP,1,0.0,0,0.0,0.0,5342000.0,19.0,1014980.0,6356980.0,2026-04-30T12:18:21.593,2026-04-30T12:25:42.737,2026-05-02T01:59:15.027,,2026-04-30T16:34:00,1,Luz química,1.0,5342000.0,0.0,0.0,0.0,0.0
2771-230-AG26,"SOPI 290, COMPRA DE TABLET, RELOJ INTELIGENTE Y BOLIGRAFO METALICO (DIDECO-ORG.COMUNITARIAS), IDDOC: 315974 COORDINAR CON KATHERINE LUNA AL FONO 9-77704275 O AL CORREO katherine.luna@munichiguayante.cl",6,13,AG,CLP,1,0.0,0,0.0,0.0,650000.0,19.0,123500.0,773500.0,2026-04-29T16:46:13.717,2026-04-30T17:45:17.61,2026-05-02T04:27:20.81,,2026-04-29T17:31:00,3,Computadores portátiles tipo Tablet PC,4.0,132185.0,0.0,0.0,0.0,0.0
2771-230-AG26,"SOPI 290, COMPRA DE TABLET, RELOJ INTELIGENTE Y BOLIGRAFO METALICO (DIDECO-ORG.COMUNITARIAS), IDDOC: 315974 COORDINAR CON KATHERINE LUNA AL FONO 9-77704275 O AL CORREO katherine.luna@munichiguayante.cl",6,13,AG,CLP,1,0.0,0,0.0,0.0,650000.0,19.0,123500.0,773500.0,2026-04-29T16:46:13.717,2026-04-30T17:45:17.61,2026-05-02T04:27:20.81,,2026-04-29T17:31:00,3,Relojes de pulsera,3.0,25126.0,0.0,0.0,0.0,0.0
2771-230-AG26,"SOPI 290, COMPRA DE TABLET, RELOJ INTELIGENTE Y BOLIGRAFO METALICO (DIDECO-ORG.COMUNITARIAS), IDDOC: 315974 COORDINAR CON KATHERINE LUNA AL FONO 9-77704275 O AL CORREO katherine.luna@munichiguayante.cl",6,13,AG,CLP,1,0.0,0,0.0,0.0,650000.0,19.0,123500.0,773500.0,2026-04-29T16:46:13.717,2026-04-30T17:45:17.61,2026-05-02T04:27:20.81,,2026-04-29T17:31:00,3,Conjunto de lápiz o bolígrafo,3.0,15294.0,0.0,0.0,0.0,0.0
3447-1018-SE26,Anexo Contrato . Amplía Plazo Ejecución Obra,6,8,SE,CLP,1,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,2026-04-17T16:07:45.04,2026-04-21T09:06:12.55,2026-05-02T01:07:10.17,,2026-04-17T16:20:00,1,Construcción de obras civiles,1.0,1.0,0.0,0.0,0.0,1.0
3992-40-SE26,PROYECTO DE IMPLEMENTACIÓN DE SALAS SENSORIALES,6,8,SE,CLP,1,0.0,0,0.0,0.0,12437267.0,19.0,2363081.0,14800348.0,2026-04-22T11:06:01.39,2026-04-30T15:40:52.81,2026-05-02T07:31:48.06,,2026-04-30T15:01:00,1,Construcción de obras civiles,1.0,12437267.0,0.0,0.0,0.0,12437267.0
4404-76-AG26,Orden de Compra generada por invitación a compra ágil: 4404-44-COT26,6,13,AG,CLP,1,0.0,0,0.0,0.0,150000.0,19.0,28500.0,178500.0,2026-04-29T16:29:44.33,2026-04-29T17:08:01.74,2026-05-02T00:48:21.4,,2026-04-29T17:08:00,1,Profesionales,1.0,150000.0,0.0,0.0,0.0,0.0
4777-367-AG26,10 M3 CUBICO DE ARIDOS,6,13,AG,CLP,1,0.0,0,0.0,0.0,350000.0,19.0,66500.0,416500.0,2026-04-30T15:38:52.027,2026-04-30T15:41:56.33,2026-05-02T00:04:48.933,,2026-04-30T15:42:00,1,Distribuidoras de áridos,10.0,35000.0,0.0,0.0,0.0,0.0
