Codigo,Nombre,CodigoEstado,EstadoDescripcion,FechaProcesamiento
1000-5-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1000-3-Cot26,6,Aceptada,2026-05-03 19:49:54
1000813-113-AG26,Lp_ Adquisicion De Repuestos Para Vehiculo Administrativo De La Jal Cm Austral Minibus Mercedes Benz Sprinter Brcf-27 Compra Ágil: 1000813-109-Cot26,6,Aceptada,2026-05-03 19:49:54
1000813-117-AG26,Lp_ Adquisicion De Materiales Para Mantenimiento Y Reparacion Del Cuartel General V De. Compra Ágil: 1000813-104-Cot26,6,Aceptada,2026-05-03 19:49:54
1000813-118-AG26,Fi_Adq. De Utiles De Aseo Para El Casino Militar Centralizado Del Ctel. General V De -Orden De Compra Generada Por Invitación A Compra Ágil: 1000813-106-Cot26,12,Recepción Conforme,2026-05-03 19:49:54
1000813-119-CM26,Lp_Adquisición De Víveres Para El Campo Miltar Austral (Rancho De Tropa - 421)4),12,Recepción Conforme,2026-05-03 19:49:54
1000813-122-AG26,Fi_ Adquisicion De Tarjeta Gift Card Para El Casino Militar De Suboficiales De La 4Ta Briaco Compra Ágil: 1000813-125-Cot26,6,Aceptada,2026-05-03 19:49:54
1000813-130-AG26,Lp_ Adquisicion De Insumos Computacionales Para El Funcionamiento Del Cuartel General V De Compra Ágil: 1000813-89-Cot26,6,Aceptada,2026-05-03 19:49:54
1000813-139-AG26,Lp_ Servicio De Mantenimiento Y Reparacion De Red De Alcantarillado Del Cuartel De Tropas Y Cuartel Patagonia Compra Ágil: 1000813-129-Cot26,4,Enviada a Proveedor,2026-05-03 19:49:54
1000813-141-AG26,Lp_Adquisicion De Banderas Y Gallardetes Para La Jal Cm Austral_ Orden De Compra Generada Por Invitación A Compra Ágil: 1000813-133-Cot26,6,Aceptada,2026-05-03 19:49:54
1000813-143-AG26,Fi_ Adquisicion De Materiales De Mantenimiento Y Reparacion Para El Casino Militar De Oficiales De La Jal Cm Austral Compra Ágil: 1000813-120-Cot26,6,Aceptada,2026-05-03 19:49:54
1002-143-TD26,Orden De Compra Generada Por Trato Directo Id 1002-4-Ftd26,6,Aceptada,2026-05-03 19:49:54
1002-160-SE26,"Servicio Desinsectacion, Sanitizacion Dependencias",4,Enviada a Proveedor,2026-05-03 19:49:54
1002-162-SE26,Convenio Servicio Aseo Mes De Abril 2026,6,Aceptada,2026-05-03 19:49:54
1002-163-SE26,Servicio Extintores,4,Enviada a Proveedor,2026-05-03 19:49:54
1002584-148-TD26,Orden De Compra Generada Por Trato Directo Id 1002584-16-Ftd26,6,Aceptada,2026-05-03 19:49:54
1002584-162-SE25,"Aprueba Convenio De Colaboración Y Transferencia De Recursos, Celebrado Con Fecha 23 De Enero De 2025, Entre La Dirección De Educación Pública Y La Universidad Del Bío-Bío (Macrozona 10).",12,Recepción Conforme,2026-05-03 19:49:54
1002584-21-SE25,"Aprueba Convenio De Colaboración Y Transferencia De Recursos, Celebrado Con Fecha 03 De Diciembre De 2024, Entre La Dirección De Educación Pública Y La Universidad De Santiago De Chile.",12,Recepción Conforme,2026-05-03 19:49:54
1002584-372-SE25,"Apruebo Convenio Sobre El Servicio Levantamiento De Infraestructura Educacional Y Sus Antecedentes Macrozona N°11, Celebrado Con Fecha 9 De Mayo 2025, Entre La Dirección De Educación Pública Y La Universidad De Santiago De Chile.",12,Recepción Conforme,2026-05-03 19:49:54
1002584-408-SE25,"Aprueba Convenio De Colaboración Y Transferencia De Recursos Sobre El Servicio Levantamiento De Información De Infraestructura Educacional Y Sus Antecedentes, Celebrado Entre La Dirección De Educación Pública Y La Universidad Tecnológica Metropolitana.",12,Recepción Conforme,2026-05-03 19:49:54
1002584-48-SE26,Aprueba Modificación Macrozona 06,12,Recepción Conforme,2026-05-03 19:49:54
1002584-51-SE26,Modificación Mz 10 Ubb,12,Recepción Conforme,2026-05-03 19:49:54
1002584-555-AG25,Servicio De Radio Taxi Pasajero: 1002584-96-Cot25,12,Recepción Conforme,2026-05-03 19:49:54
1002588-106-AG26,Recursos Didácticos Colegio Claudio Arrau O.C. Generada Por Invitación A Compra Ágil: 1002588-39-Cot26,6,Aceptada,2026-05-03 19:49:54
