Codigo,Nombre,CodigoEstado
1000813-101-CM26,FI_ ADQUISICION DE RECARGA DE GAS PARA LA COMISION CABAÑAS DE LA 4TA BRIACO CHORRILLOS,12
1000813-170-AG26,"LP_ ADQUISICION DE PRODUCTOS ELABORADOS DE CUERO,CAUCHO Y PLASTICO PARA SER EMPLEADOS EN CUADRAS Y COMEDORES DE SOLDADOS CONSCRIPTOS DE LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-159-COT26",6
1000813-179-AG26,FI_ ADQUISICION DE BEBESTIBLES QUE SERAN EMPLEADOS EN EL CASINO MILITAR DE SUBOFICIALES DE LA JAL CM AUSTRAL compra ágil: 1000813-172-COT26,6
1002-164-SE26,SERVICIO LAVADO VEHICULO FISCAL,6
1002-165-SE26,SERVICIO LAVADO VEHICULO FISCAL,6
1002-180-SE26,SUMINISTRO COMBUSTIBLE,4
1002-181-TD26,Orden de Compra generada por Trato Directo ID 1002-6-FTD26,4
1002584-156-CM26,SANTIAGO-CONCEPCION 18-05 AL 19-05 GUILLERMO VERGARA,12
1002592-31-AG25,CDP N°210 ARRIENDO DE CASETA DE GUARDIA NIVEL CENTRAL SLEPB,12
1002772-6098-AG26,"TALONERA ANTIESCARA DE ESPUMA ID:1002772-1275-COT26 (AG,CAAE,2204005003,MTM)",6
1002772-6503-SE26,"CEPILLO LIMPIEZA ORAL DESECHABLE CON ASPIRACION ID:1002772-25-LQ25 (LC,MEDICINA 6-C,2204005003,APG)",4
1002772-6505-SE26,"ADAPTADOR ENFIT /ENLOCK ENFIT ID: 1002772-61-LR25 (LC,MEDICINA 9-C2204005003,APG)",4
1002772-6506-SE26,"PRESTACIÓN DE SERVICIOS DE ARRIENDO DE EQUIPO DE ENUCLEACIÓN PROSTÁTICA CON INSTRUMENTAL EN COMODATO,ABRIL 2026 (LIC,1002772-159-LP25,2209005002,SRL)",4
1002772-6507-SE26,"PLANTILLA MOLDEADA (PAR) CON POSIBILIDAD DE RELLENO ANTERIOR ID:1002772-6-LR25 (LC,MEDIFISI,2204004006,APG)",4
1002772-6508-SE26,"PROTESIS TRANSTIBIAL K2/ID:1002772-6-LR25 (LC,Medicina Física y Rehabilitación, 2204004004,APG)",4
1002772-6509-SE26,"APOSITO TRANSPARENTE ADHESIVO TEGADERM I.V. 8.5*11.5 CM,ID:1002772-86-R124 (CX INFANTIL,2204004003,APG)",6
1002772-6512-SE26,"APOSITO ESPUMA CON AG 10X10 CM/LAMINA DE CONTACTO, TRANSPARENTE, POROSA, CON SILICONA, MEDIDAS 5 X 7.5 CMS APROX ID:1002772-88-LR25 (LCX INFANTIL, 2204004003,APG)",4
1002772-6513-SE26,"BAJADA PARA BOMBA DE INFUSION DOBLE CANAL ID: 1002772-99-LQ25 (LC,CX INFANTIL,2204005003,APG)",4
1002772-6518-SE26,"SUMINISTRO PARA DETERMINACION DE EXAMENES QUIMICA CLINICA ABRIL 2026 1002772-15- LR19 (LC,LABORATORIO,2204005002,RRC)",4
1002772-6520-TD26,Orden de Compra generada por Trato Directo ID 1002772-7-FTD26,4
1003473-2368-AG26,PROG. PABELLON: MAYO 2026 compra ágil: 1003473-2233-COT26,12
1003473-2523-AG26,HWMODINAMIA MAY-2026/ compra ágil: 1003473-1684-COT26,12
1003473-2543-SE26,PROG. PABELLON: DESDE 1003473-2-LP26,12
1004823-48-AG26,"64A Adquisición impresoras de credenciales PVC e impresora de etiquetas, CFT Estatal de la Región de Coquimbo. CQ2DAC800830000 CQ1DEA100130000",6
1005498-103-SE25,"Contratación del Servicio de Monitoreo en Redes Sociales, Sitios Web y Medios Online para la CMF",12
1011254-152-AG26,MANTENIMIENTO PREVENTIVO MES DE ABRIL MICROSCOPIO DE FLUORESCENCIA CON CÁMARA MOTIC PANTHERA U,12
1013609-62-CM26,Adquisición de bebidas y aguas cas SOF,6
1013609-64-CM26,Adquisición de elementos de aseo para el casino de suboficiales ,6
1019-173-AG26,Orden de Compra generada por invitación a compra ágil: 1019-82-COT26  CONTRATACIÓN DE ANÁLISIS EN MUESTRAS DE AGUA DE NORMAS SECUNDARIAS DE CALIDAD AMBIENTAL (NSCA) DE CUENCA RÍO BIOBÍO Y RÍO SERRANO DIRECCIÓN GENERAL DE AGUAS - NIVEL CENTRAL,6
1023923-487-SE26,COMPRA DE SERVICIOS / SOCIEDAD DE SERVICIOS MEDICOS SERNA FORERO SPA,6
1023923-496-SE26,COMPRA DE SERVICIOS / SOC. SERVICIOS MEDICOS GENERALES FRANCO GALLEGOS VILCHES Y CIA LTDA.,6
1023923-551-SE26,COMPRA SERVICIOS / FERNANDO CARTES VASQUEZ,4
1023923-552-SE26,COMPRA SERVICIOS / FERNANDO CARTES VASQUEZ,4
1026727-133-AG26,Adquisición de lanyard y porta credenciales para funcionarios del CFT. Unidad de Gestión y Desarrollo de Personas; generada por invitación a compra ágil: 1026727-141-COT26,6
1028871-130-SE26,P02_EE_SUB.GRAL._TRANSP. ESC.VALL.(URBANO)_E102RT9_FEBRRO_26,12
1028871-137-SE26,P02_EE_SUB.GRAL._TRANSP. ESC.VALL.(URBANO)_E102RT9_FEBRERO_26,12
1028871-145-SE26,P02_EE_SUB.GRAL._TRANSP. ESCALAR LICEOS_E102RT9_FEBRERO_26,12
1028871-174-SE26,P02_EE_SUB.GRAL._TRANSP. ESC.VALLENAR(RURAL)_E102RT9_MARZO_26,12
1028871-187-SE26,P02_E.E_SUBV.GRAL_TRANSPORTE ESCOLAR LICEOS_E102RT9_MARZO 2026,12
1028871-213-TD26,Orden de Compra generada por Trato Directo ID 1028871-6-FTD26,12
1028871-67-SE26,P02_E.E_SUBV.GRAL_TRANSPORTE ESCOLAR FREIRINA _E102RT9_ENERO 2026,12
1028871-70-SE26,P02_E.E_SUBV.GRAL_TRANSPORTE ESCOLAR FREIRINA _E102RT9_ENERO 2026,12
1028871-90-SE26,P02_EE_SUB.GRAL._TRANSP. ESC.VALLENAR(RURAL)_E102RT9_FEBRERO_26,12
1028897-102-CM26,"SP 65 Gas Licuado Granel Escuela Pública Arcoíris, Rbd 12366, Gral, (jg)",12
1028897-417-SE26,"SP 391 Servicio de Mantención Preventiva Vehículos  CXBJ 46 y BVSC 69, Complejo Educacional Público Darío Salas Díaz , RBD 6500, Gral (jg)",6
1028897-418-SE26,"SP 92 Servicio de Mantención Correctiva Vehículo PPU KZKR-96 Y KSYD-92 pertenecientes al SLEP Costa Araucanía, Resto (jg)",6
1028897-421-SE26,"SP 403 Materiales de ferretería Escuela El Copihual,RBD 6600 MANTENIMIENTO JCAT",4
1035685-128-AG26,Orden de Compra generada por invitación a compra ágil: 1035685-78-COT26,6
1036569-47-AG26,ADQUISICIÓN DE CARTDRIGE DE TINTA PARA HOROFECHADOR DE OFICINA DE PARTES.,6
1038-16-AG26,Conexión a Internet Vivero Forestal DBCC,12
1038-46-SE26,Pasajes aéreos func Deprif Prevención IIFF,6
1038999-23-TD26,Orden de Compra generada por Trato Directo ID 1038999-24-FTD26,6
1039-145-CM26,JACS SIRE N°863 MATERIALES PARA MANTENCIÓN DE CERCO BASE CAREN DPCIF-RM,4
1048-174-AG26,ADQ. DE TEXTOS Y OTROS MATERIALES DE ENSEÑANZA (Discapacidad),6
1049-686-AG26,OC 56535 SERVICIO DE ASEO EDIFICIO PUNTA ARENAS,6
1051765-348-SE26,adquisición de pan corriente para el CDP Quirihue.,4
1057049-15266-SE26,JAC RE N°60 ID. 1057049-363-LQ24 PAC PROGRAMA INSUMOS MAYO JUNIO 2026,5
1057049-15288-CM26,JCD PROGRAMA INSUMOS PAC MAYO JUNIO 2026,6
1057049-15330-SE26,JAC RE N°29 ID. 1057049-395-LE24 PAC PROGRAMA INSUMOS MAYO JUNIO 2026,6
1057049-15336-SE26,JAC PAC ID.1057049-401-LP24 INT. 46/2025 PROGRAMA INSUMOS MAYO JUNIO 2026,6
1057049-15342-SE26,JAC RE N°73 ID. 1057049-403-LE24 PAC PROGRAMA INSUMOS MAYO JUNIO  2026,6
1057049-15345-SE26,JAC. PAC ID. 1057049-406-LP24 INT. 9/2025 PROGRAMA INSUMOS MAYO JUNIO 2026,6
1057049-15401-CM26,BMC CM PROGRAMA PAC INSUMOS MAYO -  JUNIO 2026,5
1057055-511-SE26,SHV RES 481 PAC MAYO 2026  SUMINISTRO DE MEDICAMENTOS ENOXAPARINAS DESDE 1057055-119-LP25,4
1057055-711-SE26,GSP 1057055-15-LP26 PAC MAYO 2026 SOLUCION MONSEL 100CC,4
1057055-762-TD26,Orden de Compra generada por Trato Directo ID 1057055-27-FTD25,6
