Codigo,Nombre,CodigoEstado
1002584-90-AG26,Servicio de Aromatización por 12 meses para la DEP1002584-29-COT26,12
1002592-20-AG26,CDP 705 SERVICIO DE PUBLICACIÓN DIARIO DIGITAL,12
1002772-6182-SE26,"CANISTER 300 CC VAC ID: 1002772-115-LR25 (LC,U.CUIDADO DE LA PIEL,2204005003,MMC)",6
1003473-1455-SE26,CERT. CONSUMO FOLIO 12 (1003473-62-LR25),4
1003473-1456-SE26,CERT. CONSUMO FOLIO 398 (1003473-62-LR25),4
1003473-1466-SE26,CERT. CONSUMO FOLIO S/F (1003473-62-LR25),4
1003473-1467-SE26,CERT. CONSUMO FOLIO 177 (1003473-62-LR25),4
1003473-1468-SE26,CERT. CONSUMO FOLIO 91 (1003473-62-LR25),4
1003473-1472-SE26,CERT. CONSUMO FOLIO 57 (1003473-62-LR25),4
1003473-1475-SE26,CERT. CONSUMO FOLIO 55 (1003473-62-LR25),4
1003473-1477-SE26,CERT. CONSUMO FOLIO 371 (1003473-62-LR25),4
1003473-1506-SE26,CERT. CONSUMO FOLIO 213 (1003473-62-LR25),4
1003473-2359-AG26,PROG. PABELLON:  MAYO 2026 compra ágil: 1003473-2303-COT26,6
1003473-887-SE26,CERT. CONSUMO FOLIO 434 (1003473-62-LR25)	,4
1006-90-SE26,Servicio de Obras Menores - D.V.Reg. de Magallanes,6
1006-92-AG26,Orden de Compra generada por invitación a compra ágil: 1006-25-COT26,6
1008790-57-SE26,Fertilizantes(503772-20) ID 1008790-3-LE26,4
1018-55-AG26,"Adquisición de Ipad 11""",6
1019-163-AG26,Orden de Compra generada por invitación a compra ágil: 1019-81-COT26,4
1028897-141-AG26,"Sp 80 Adquisición de vacunas y administración destinado a Liceo Público Bicentenario Luis González Vásquez, RBD 6585, Gral (jg)",12
1028897-352-AG26,SP 197  ADQUISICIÓN E INSTALACIÓN DE CONTAINERS PARA BODEGAJE LICEO TP HUALPIN Y ESCUELA EL SEMBRADOR DEL SLEPCA SUB. GENERAL JCAT,4
1035-15-AG25,Orden de Compra generada por invitación a compra ágil: 1035-4-COT25,12
1035-30-AG26,Orden de Compra generada por invitación a compra ágil: 1035-17-COT26,12
1038-77-SE26,Alimentación personal PNTP  SIRE 679 SIC 822,12
1038-89-TD26,Orden de Compra generada por Trato Directo ID 1038-17-FTD26,4
1044-20-AG26,Baterías DAP-RM.,4
1047027-205-AG26,(JVF) DEXAMETASONA AM 4MG/ML. CA: 1047027-154-COT26 ABRIL,4
1047027-241-AG26,(JVF) SOLIFENACINA 5MG. CA: 1047027-179-COT26,4
1051765-359-CM26,CCP CHILLAN/ RECARGA DE GAS LICUADO GRANEL( DM 365723),6
1057049-14503-SE26,SHV RES 1005  PAC MAYO-JUNIO 2026 ADQUISICION HISOPO 1057049-12-LE26,6
1057049-14663-SE26,"JAC ""CONSIGNACIONES FUS 2383/2023  ID.1057049-158-LQ24 ADJ: INT.960/2024 CONT: INT.1335/2024 TRAUMATOLOGIA GUIA:5380 COT:2805 PCTE: C.A.D. CX:09-03-2026 RT: 4874.Memo 11/2026",6
1057049-14683-SE26,MCM - Desde ID. 1057049-106-LR25- Res. Ex. Adj. 1483 - Int. 783 - Res. Ex. Ctto. 2042 Int. 935 - SERVICIO DE CAMA INTEGRAL PARA PACIENTES DE LARGA ESTADÍA DEL HOSPITAL CLINICO SAN BORJA ARRIARÁN PAC 2025 -  Memo 81,6
1057374-242-SE26,SERVICIO DE ASEO MES DE ABRIL 2026,4
1057379-208-SE26,COMPRA DE CARNE PARA ALIMENTACIÓN 04-05-2026 - HSAP ,12
1057379-222-SE26,COMPRA DE APOYO ADMINISTRATIVO ABASTECIMIENTO - MAYO 2026 HSAP ,6
