Codigo,Nombre,CodigoEstado
1057429-1207-CM26,ALIMENTOS BIMENSUALES 2 (P) MAYO -JUNIO,4
1057429-1214-CM26,DURAZNO INDIVIDUAL 113 GRS. (F),4
1057429-1215-SE26,"FRUTAS Y VERDURAS F, ENTREGA LUNES 25-05",4
1057429-1216-SE26,"FRUTAS Y VERDURAS P, ENTREGA LUNES 25-05",4
1057429-1217-SE26,"FRUTAS Y VERDURAS F, ENTREGA MIÉRCOLES 27-05",4
1057429-1218-SE26,"FRUTAS Y VERDURAS P, ENTREGA MIERCOLES 27-05",4
1057429-1219-SE26,"FRUTAS Y VERDURAS F, ENTREGA VIERNES 29-05",4
1057429-1220-SE26,FRUTAS Y VERDURAS P. ENTREGA VIERNES 29-05,4
1057429-1222-AG26,TENSIOMETRO DIGITAL DE BRAZO (SOL 9/2026 SERVICIO PEDIATRIA),4
1057429-1223-AG26, BOLSAS TRASNPARENTES 80 X 110 CMS. SUPERIOR A 60 MICRONES. ENTREGAS PARCIALIZADAS.,4
1057429-1224-AG26, TIMBRES AUTOMÁTICOS REDONDOS (imagenología),4
1057429-1225-SE26,MANTENCION CORRECTIVA CALDERA N2 (SOL 12055 / SSGG),4
1057432-165-SE26,OC  LICNECIAS MEDICAS SSC,4
1057432-166-SE26,OC LICNECIAS MEDICAS PRAIS,4
1057439-1387-AG26, Mant. probador de hermeticidad de Videocistoscopios: 1057439-967-COT26,12
1057439-2180-AG26,Mantenimiento Correctivo Maquina Hemofiltración: 1057439-1643-COT26,12
1057439-2848-AG26,Orden de Compra generada por invitación a compra ágil: 1057439-2570-COT26,12
1057439-2894-TD26,Orden de Compra generada por Trato Directo ID 1057439-468-FTD26,12
1057439-3016-SE26,CURSO RCP BASICO,12
1057439-3039-TD26,Orden de Compra generada por Trato Directo ID 1057439-501-FTD26,12
1057439-3044-SE26,Determinaciones QCA - Marzo,12
1057439-3049-SE26,Determinaciones Hematología - Marzo,12
1057439-3063-TD26,Orden de Compra generada por Trato Directo ID 1057439-507-FTD26,12
1057439-3103-TD26,Orden de Compra generada por Trato Directo ID 1057439-509-FTD26,12
1057439-3193-CM26,pasaje aéreo 12 de mayo y 15 de mayo ,12
1057439-3209-TD26,Orden de Compra generada por Trato Directo ID 1057439-525-FTD26,12
1057439-3228-TD26,Orden de Compra generada por Trato Directo ID 1057439-531-FTD26,12
1057439-3229-CM26,pasaje aéreo 28 y 29 de mayo ,12
1057439-3345-SE26,Arr Computadores Opción Compra cuota 22/36 mayo,12
1057439-3346-SE26,ARRIENDO COMPUTADORES COMPRA2 18/36 MAYO 2026,12
1057439-611-SE26,Mantenimiento Preventivo TERAPIA 4/36,12
1057489-3667-SE26,IC GUANTES QUIRURGICOS ESTÉRILES CON LATEX 1057489,12
