Codigo,Nombre,CodigoEstado
1000813-144-AG26,"LP_ADQUISICION DE OTROS MATATERIALES DE USO Y CONSUMO PARA SER USADO EN LA MANIPULACION DE ALIMENTOS DEL RANCHO TROPA DE LOS SLCs DE LA 4TA. BRIACO ""CHORRILLOS"" Orden de Compra generada por invitación a compra ágil: 1000813-142-COT26.",6
1000813-145-AG26,"LP_ADQUISICION DE MATERIALES Y UTILES DE ASEO PARA SER USADO EN LAS CUADRAS, RANCHO TROPA Y LAVANDERIA DE LOS SLCs DE LA 4TA. BRIACO ""CHORRILLOS"". Orden de Compra generada por invitación a compra águil:1000813-144-cot26.",6
1000813-78-AG26,LP_ ADQUISICION DE INSUMOS COMPUTACIONALES PARA EL SICE DE LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-64-COT26,12
1006-90-SE26,Servicio de Obras Menores - D.V.Reg. de Magallanes,4
1021609-202-SE26,FRUTAS Y VERDURAS CENTRAL ALIMENTACION MAYO/JUNIO,6
1028897-268-AG26,"SP 178 Colaciones actividad extraescolar-POSTA LEFTUAYIÑ COSTA ARAUCANÍA MEW 2026,EXTRAESCOLAR,FSA",6
1028897-299-AG26,SP 235 COMPRA DE ALIMENTOS Y COLACIONES PARA ESC TRANAPUENTE RBD 6504 /SEP /NVG ,6
1028897-328-AG26,SP 268 COMPRA DE ALIMENTOS ESCUELA PUBLICA SANTA MARIA DE BOROA DEL SLEPCA RBD 6633 SEP JCAT,6
1028897-331-AG26,SP 269 Adq. alimentación para actividad juegos ancestrales del Complejo Educacional Dario Salas; RBD: 6500; SEP;CSD,6
1028897-336-AG26,SP 266 Adquisición de colaciones para Escuela Alejandro Gorostiaga RBD: 6587/SEP/KLT,6
1049-805-AG26,OC 56529 DESCARGA ACEITE SUCIO - B/C ABATE MOLINA - VALPARAÍSO,6
1051765-335-CM26,"C.E.T San Carlos, Frutas y Verduras Servicio Alimentacion",6
1057049-14634-SE26,MCM - RES. EX. 1666/24 INT. 816 - Convenio Colaboración Biopsia Renal - Memo 96,6
1057049-14636-SE26,MCM - RES. EX. 1666/24 INT. 816 - Convenio Colaboración Biopsia Renal - Memo 97,6
1057389-2316-AG26,LIMPIADOR DESINFECTANTE EN SPRAY PARA TRANSDUCTORES ECOGRAFICOS BT 250 ML,4
1057389-2317-AG26,COLUTORIO DE CLORHEXIDINA AL 0.12% 120 ML,4
1057389-2318-AG26,GASA PABELLON 5 X 70 CM 4 PLIEGUES X 5 CAPAS EN ACORDEON GASA HIDOFILA ESTERIL (RADIOPACA),4
1057402-4659-SE26,(5076) SERVICIO DE 1 PET CT / H. FRIAS C. / MEMO 46,6
1057430-1174-SE26,Servicio de Movilización Abril  2026	,6
1057430-1176-SE26,Servicio Móvil para Traslado de Oxigeno y servicio,6
1057472-8024-SE26,KIT PROTESIS DIGESTIVAS,6
1057491-2711-AG26,JCO/NUTRICIONALES/PACIENTES/MAYO 2026,6
1057492-1688-SE26,SERVICIO LINFOCINTIGRAFÍA PREOPERATORIA LINFONODO,6
1057501-3893-CM26,INSUMOS CONVENIO MARCO,6
1057503-2249-AG26,Orden de Compra generada por invitación a compra ágil: 1057503-1234-COT26,6
1057509-4989-SE26,"Campaña Invierno 2026 (Conv, PRM)",6
1057511-582-SE26,FRUTAS Y VERDURAS SEMANA 27 DE ABRIL 26,6
1057534-522-AG26,Insumos para Urgencia ,6
1057536-1282-AG26,ROLLOS PLASTICOS BURBUJA PARA TRASLADO DE HEMOCOMPONENTES CSA,4
1057544-27365-SE25,COMPRA SUMINISTROS CARNICOS ,12
1057544-9081-SE26,PROGRAMA INSUMOS CLINICOS MAYO,4
1057547-5038-SE26,ORDEN DE COMPRA DESDE 1057547-18-LR21,12
1057547-5996-SE26,ORDEN DE COMPRA DESDE 1057547-18-LR21,12
1058044-591-SE26,Fármacos Stock Mayo 2026,4
1058078-1396-AG26,Orden de Compra generada por invitación a compra ágil: 1058078-339-COT26,6
1058090-558-AG26,1058090-91-COT26 PREPARADOS MAGISTRALES,6
1058132-15172-AG25,Orden de Compra generada por invitación a compra ágil: 1058132-358-COT25,12
1058134-753-SE26,ORDEN DE COMPRA DESDE 1058134-102-LE24/MARZO Y MAYO 2026.,12
1058134-758-SE26,ORDEN DE COMPRA DESDE 1058134-109-LR24/ABRIL 2026.,12
1058141-132-AG26,(APM) PEDIDO FARMACIA FEBRERO COMPLEJO ADEK CON MINERALES CM ID: 1058141-26-COT26,12
1058141-595-TD26,Orden de Compra generada por Trato Directo ID 1058141-11-FTD26,12
1058141-665-AG26,"(APM) PEDIDO SUEROS BODEGA FARMACIA SODIO CLORURO O,9 % 1000 mL ID: 1058141-564-COT26",12
1058141-671-AG26,(APM) PEDIDO FARMACIA MAYO ID: 1058141-556-COT26,12
1062448-1442-AG26,COMPRA DE SILLAS INFANTILES Prog. AIDIA: 1062448-117-COT26,6
1062448-1447-CC26,SERVICIO DE SALA CUNA,4
1062448-1448-CC26,RETIRO DE RESIDUOS PELIGROSOS MES DE ABRIL,4
1063535-6099-AG26,Orden de Compra generada por invitación a compra ágil: 1063535-184-COT26,12
1063535-6138-AG26,Orden de Compra generada por invitación a compra ágil: 1063535-190-COT26,12
1063535-6150-SE26,FARMACOS ABRIL,12
1063535-6152-SE26,FARMACOS ABRIL,12
1063535-6172-SE26,FARMACOS ABRIL,12
1063535-6178-AG26,Orden de Compra generada por invitación a compra ágil: 1063535-195-COT26,12
1063535-6201-SE26,FARMACOS ABRIL,12
1063535-6207-AG26,Orden de Compra generada por invitación a compra ágil: 1063535-196-COT26,12
1063538-3430-CM26,Orden de Compra: 1063538-3430-CM26,6
1069417-433-AG26," Adquisición de útiles Quirúrgicos para Unidad de Dental del CESFAM Quinchamalí, dependiente de la Dirección de Salud Municipal",6
1075339-366-AG26, khr Compra de Fármacos (POLIETILENGLICOL 3350 BOLSA 20 GRS.) Pedido Mayo 2026 desde compra ágil: 1075339-297-COT26,6
1075963-2819-SE26,ORDEN DE COMPRA DESDE 1075963-492-LE25 SR 221607,12
1079516-276-SE26,MANTENCIÓN 20.000 KM HYUNDAI RP-6864 3° LOS ANDES LIC. 1079516-24-LE25,12
1079516-365-SE26,MANTENCIÓN 60.000 KM HYUNDAI SANTA FE Z-10056 T. PUCHUNCAVI LIC. 1079516-24-LE25,12
1079516-367-AG26,"SERVICIO DE  MANTENCION POR KILOMETRAJE DE 15 VEHÍCULOS TOYOTA,  DE CARGO DE LA ZONA DE CARABINEROS VALPARAISO, EN TALLERES DE CONCECIONARIO DE LA MARCA CON REPUESTOS ORIGINALES // compra ágil: 1079516-84-COT26",12
1079576-313-CM26,ADQUISICIÓN DE ABARROTES PARA EL CASINO DE LA 1RA. COMISARÍA CONCEPCION SEGUN D/E 251893267.,6
1079576-316-CM26,ADQUISICIÓN DE FRUTAS Y VERDURAS  PARA EL CASINO DE LA 1RA. COMISARÍA CONCEPCION SEGUN D/E 252147892.,6
1079713-204-CM26,ADQ. CARNE Y POLLO COMISION RANCHO 18° COM. ÑUÑOA,6
1108338-44-SE26,ORDEN DE COMPRA DESDE 1108338-8-LE26,12
1110404-266-AG26,"CAP-PUNTUAL-SOL.2026-0422-SUBV GRAL-ADQUISICIÓN DE REPUESTOS PARA MANTENCIÓN DE FLOTA VEHICULAR, PERTENECIENTES A SLEP DE CHINCHORRO, ARICA Y PARINACOTA.-Orden de Compra generada por invitación a compra ágil: 1110404-154-COT26",12
1110404-272-AG26,"MBS, PUNTUAL, SOL-2026-0446, SUBVENCION SEP, provisión de Implementos Deportivos para establecimiento Liceo Antonio Varas de la Barra, perteneciente al SLEP Chinchorro de Arica, desde Compra Ágil 1110404-158-COT26",12
1143-57-AG26,Orden de Compra generada por invitación a compra ágil: 1143-19-COT26,6
1147293-54-AG26,SERVICIO ALIMENTACIÓN ,9
1159-89-TD26,Orden de Compra generada por Trato Directo ID 1159-56-FTD26,4
1173409-16-CM26,CET ANGOL ADQUISICION DE MANTECA PARA LA PANADERIA DEL CENTRO DE EDUCACION Y TRABAJO DE ANGOL - GENDARMERIA DE CHILE REGION DE LA ARAUCANIA,6
1173459-4-TD26,Orden de Compra generada por Trato Directo ID 1173459-1-FTD26,6
1185-51-AG26,Orden de Compra generada por invitación a compra ágil: 1185-8-COT26,6
1185-52-SE26,JARDIN INFANTIL Y SALA CUNA,4
1185-53-SE26,VESTUARIO SEGURIDAD,4
1185-55-SE26,ARRIENDO PREDIO RURAL,4
1199-99-CM26,Orden de Compra: 1199-99-CM26,4
