Codigo,Nombre,CodigoEstado
1057420-306-SE26,CS- MANTENCION PREVENTIVA DE EQUIPOS DE AIRE ACONDICIONADO ITEM 22.06.001.001 HFCH51480 (ism),6
1057489-6087-SE26,CONSIGNACION SET DE PLACAS DE CLAVICULA MARZO 2026,6
1057489-6088-SE26,CONSIGNACION SET DE PLACAS DE CLAVICULA MARZO 2026,6
1057489-6089-SE26,CONSIGNACION SET DE PLACAS DE CLAVICULA MARZO 2026,6
1057489-6090-SE26,CONSIGNACION SET DE PLACAS DE CLAVICULA MARZO 2026,6
1057489-6091-SE26,CONSIGNACION SET DE PLACAS DE CLAVICULA MARZO 2026,6
1057489-6092-SE26,CONSIGNACION SET DE PLACAS DE CLAVICULA MARZO 2026,6
1057489-6093-SE26,CONSIGNACION SET DE PLACAS DE CLAVICULA MARZO 2026,6
1057489-6094-SE26,CONSIGNACION SET DE PLACAS DE CLAVICULA MARZO 2026,6
1058097-471-SE26,BEVACIZUMAB ABRIL CX_28-29,12
1058097-887-SE25,BEVACIZUMAB OCTUBRE 2° QUINCENA ,12
1077499-41-AG26,AG MUEBLES COSAM ALLENDE FR 2026-195,6
1079486-61-AG26,ADQUISICIÓN DE SILLAS PARA EL DPTO. DE APOYO A LAS OPERACIONES POL. ATACAMA.,6
1340-199-AG26,Orden de Compra generada por invitación a compra ágil: 1340-25-COT26,6
1348-48-AG26,LEÑA PARA CALEFACCIÓN DE LA OFICINA DEL REGISTRO CIVIL DE CHAITÉN,6
1366597-906-TD26,Orden de Compra generada por Trato Directo ID 1366597-317-FTD26,6
1393495-242-SE26,SERVICIO DE DESMALEZADO JUNJI,6
1393495-243-SE26,SERVICIO DE DESMALEZADO SUBV. GENERAL,6
1588-96-SE26,Pasaje aereo Arturo Farias - Miguel Fernand,6
1666-194-AG26,"gasa parafinada,apósito telfa y vendaje compresivo.  ",6
1704-2341-SE26,SERVICIOS DE MANTENIMIENTO DE AREAS VERDES Y RIEGO TECNIFICADO CORRESPONDIENTE AL MES DE MARZO 2026.,6
1952-1239-SE26,1952-144-LP25 MANTENCION CORRECTIVA CENTRAL TERMICA 3/26 SG,6
2069-3510-SE26,SAR-CX-042026-EXPERTO 31481 ABRIL 2026 FARMACOS-LP,4
2125-915-AG26,Compra de insumos clinicos - preservativos,6
2132-100-AG26,Reparación compresor Schulz tipo dental laboratorio,6
2133-977-SE26,ORDEN DE COMPRA DESDE 2133-68-LP25,4
2133-978-SE26,ORDEN DE COMPRA DESDE 2133-42-LE25,4
2133-991-SE26,ORDEN DE COMPRA DESDE 2133-68-LP25,4
2207-350-AG26,Orden de Compra generada por invitación a compra ágil: 2207-339-COT26,6
2297-560-AG26,Orden de Compra generada por invitación a compra ágil: 2297-577-COT26,6
2310-267-AG26,IMPRESORAS- MEMO N°33- ESC. REINO DE DINAMARCA- Orden de Compra generada por invitación a compra ágil: 2310-41-COT26,6
2318-323-AG26,Orden de Compra generada por invitación a compra ágil: 2318-248-COT26,6
2376-308-AG26,Servicio De Excavación Y Retiro De Escombros Orden de Compra generada por invitación a compra ágil: 2376-275-COT26,6
2380-741-AG26," ADQUISICIÓN DE TELON PARA PROYECTOR, DIRECCIÓN DE MEDIO AMBIENTE, SEGUN OS 150531 (A.T.A)",6
2393-520-AG26,Orden de Compra generada por invitación a compra ágil: 2393-580-COT26,6
2547-105-AG26," Adquisición de materiales para reparaciones menores escuela Laurel Huacho, Padre Las Casas. (Fdos. Mantenimiento)",6
2711-104-SE26,MZZ  DEM FSEP AVEHICULO MAYO 2026,6
2733-166-AG26,SC 35644 - L.P - ADQUISICIÓN DE INSUMOS PARA INSTALACIÓN CERÁMICA EN LICEO PEÑAFLOR - Orden de Compra generada por invitación a compra ágil: 2733-155-COT26,6
2982-46-AG26,MATERIALES PARA REDES COMPUTACIONALES ,6
3073-194-SE26,Cambio de retorno 04 Pasajes aéreos PUQ-SCL ,6
3256-12-SE26,REPARACIÓN FILTRACIONES EDIFICIO CAPITANÍA DE PUERTO DE SAN VIVENTE,6
3335-418-AG26,ADQUISICIÓN DE VESTIMENTA Y ACCESORIOS MAPUCHES PARA ESCUELA ALDEA CAMPESINA ORD N°49 LEY SEP. - Orden de Compra generada por invitación a compra ágil: 3335-371-COT26,6
3447-1141-AG26,A/G MEMO N°200  Adquisición de Sillas de escritorio y visita para el CESFAM Dr. Héctor Reyno Gutiérrez Comuna de Alto Hospicio 2026.,6
3496-77-AG26,Orden de Compra generada por invitación a compra ágil: 3496-52-COT26,6
3505-118-AG26,Adquisicion del servicio de Cooffe Break  para capacitacion de autocuidado dpersonal Municipal orden de compra generada por invitación a compra ágil ID 3505-98-COT26,6
3791-461-AG26,Orden de Compra generada por invitación a compra ágil: 3791-421-COT26,6
3897-274-AG26,CALEFACTORES ELECTRICOS,5
4022-227-AG26,SERV. DE REPARACION DE LA CAMIONETA PPU: TGCX-59 C.A: 4022-306-COT26,6
4121-32-AG26,Orden de Compra generada por invitación a compra ágil: 4121-8-COT26,6
4168-625-SE26,ADQUISICION DE FARDOS DE ALFALFA ,6
4285-104-AG26,Materiales informáticos para Liceo Atenea ,6
4375-1179-AG26,CUADERNILLOS DE REGISTRO: 4375-312-COT26,6
4377-141-AG26,ADQUISICIÓN DE EQUIPOS COMPUTACIONALES PARA DEPARTAMENTO SECPLAN.-,6
494-924-AG26,"PROGRAMACION DE MAYO,DESDE AG",6
4955-45-CM26,ADQUISICIÓN DE 01 NOTEBOOK PARA DEPTO. CONTABILIDAD INSTITUCIONAL,6
4973-45-AG26,Orden de Compra generada por invitación a compra ágil: 4973-19-COT26,6
5019-90-SE26,Servicio de Medicina General (Abril 2026),6
5178-1736-AG26,500103/B1/SP1043013/5178-2164-COT26/CM,6
5326-552-TD26,Orden de Compra generada por Trato Directo ID 5326-265-FTD26,6
5326-561-TD26,Orden de Compra generada por Trato Directo ID 5326-273-FTD26,6
5615-262-AG26,"SERVICIO DE SEGURIDAD PRIVADA PARA ACTIVIDAD FIESTA DE LA CASTAÑA 2026, SEGUN REQ DIDECO N°125",6
584105-56-AG26,OCOM/00078-2026/C0064 suscripciones membresía a plataforma,6
661439-78-SE26,JPG - PASAJES AEREOS NACIONALES T51231 GPPMC04MAYO,6
661439-79-CM26,JPG - PASAJES AEREOS NACIONALES T51231 GPPMC04MAYO2026,6
661439-80-CM26,JPG - PASAJES AEREOS NACIONALES T51232 GPPMC04MAYO2026,6
697224-19-AG26,Compra ágil: 697224-27-COT26 Reparación de mampara,6
743127-4-AG26,Orden de Compra generada por invitación a compra ágil: 743127-3-COT26,6
