Codigo,Nombre,CodigoEstado
1000813-125-AG26,LP_ADQ. DE UTILES DE ASEO PARA EL CUARTEL GENERAL DE LA V DE-Orden de Compra generada por invitación a compra ágil: 1000813-91-COT26,12
1002772-3862-AG26,"MANGA CON GUANTE ELASTOCOMPRESIVA (DIFERENTES), ID 1002772-257-COT26, (AG, Medicina Física y Rehabilitación, 2204005003, PCR)",12
1002772-6166-SE26,OC DE FORMALIZACION,6
1008790-52-AG26,Articulos de Laboratorio (504066-71): 1008790-70-COT26,6
1028-157-AG26,Orden de Compra generada por invitación a compra ágil: 1028-19-COT26,6
1028871-209-SE26,P02_EE_SUBV.GENERAL_CALZADO ESCOLAR_MARZO2026,12
1028871-300-SE26,P02_OC_RBD40340_ALIMENT_INTERNADOLBAC_S.GRAL_MAY26,4
1028897-343-SE26,"SP 12/36 Suministro Continuo de Mantención, Reparación y Atención de Contingencias de Infraestructura línea 2 Carahue. FAEP. Modificación(jg)",6
1035685-139-TD26,Orden de Compra generada por Trato Directo ID 1035685-14-FTD26,6
1043046-41-AG26,Orden de Compra generada por invitación a compra ágil: 1043046-13-COT26,12
1057402-3726-SE26,(5076) SERVICIO APOYO MANO DE OBRA LAVANDERIA ABRIL 2026,6
1057402-3728-SE26,(5076) SERVICIO DE AUXILIAR CAMILLERO EN APOYO AL AREA DE MOVILIZACION ABRIL 2026,6
1057402-3735-SE26,"(5076)SERVICIO DE APOYO ADMINISTRATIVO SDA,SDGDP Y CONTROL GESTION ABRIL 2026",6
1057402-3736-SE26,(5076) SERVICIO DE APOYO ADMINISTRATIVO DEPARTAMENTO DE ABASTECIMIENTO DEPENDIENTE DE LA SDA ABRIL 2026,6
1057402-3738-SE26,"(5076) ADMIISTRATIVOS APOYO SDGDP, UNIDAD DE ENDOSCOPIA, CR FARMACIA Y PROTESIS ABRIL 2026",6
1057402-3740-SE26,(5076) SERVICIO DE MANO DE OBRA EN APOYO CASA DE ACOGIDA DEL HCM ABRIL 2026,6
1057402-3741-SE26,(5076) SERVICIO DE ORIENTADORAS ABRIL 2026,6
1057402-3743-SE26,(5076) SERVICIO SOPORTE INFORMATICO PARA TECNOLOGIA DE LA INFORMACION Y COMUNICACIONES DEL HCM ABRIL 2026,6
1057402-3993-SE26,LABORATORIO/ABR/TUBO VACU. TAPA GRIS-VERDE (INS),6
1057402-4214-SE26,(MIS)ESCRITORIO/PAPEL SPECTRA/MAYO,6
1057402-4693-SE26,(5074) Reparación de instrumental quirúrgico y ópticas.,12
1057402-4708-SE26,(5074) MANTENIMIENTO PREVENTIVO DE PUERTAS AUTOMÁTICAS Y ASCENSORES 1/12,12
1057402-4715-SE26,(5074) MANTENIMIENTO PREVENTIVO DE PUERTAS AUTOMÁTICAS Y ASCENSORES 2/12,12
1057402-4987-AG26,ASEO QX/MAYO/HOJA DERMATOMO (iNS),4
1057404-550-AG26,SERVICIO DE LABORATORIO DENTAL -Orden de Compra generada por invitación a compra ágil: 1057404-372-COT26,6
1057417-11613-AG26,"IG jpg AG, pedido mayo 2026, manometro",6
1057418-310-CC26,CC-LICENCIAS MEDICAS ELECTRONICAS MARZO-SOME-22.11.003-HFCM 42479-(MBH),6
1057428-285-SE26,1057428-30-L124,6
1057430-1183-AG26,Carro de transporte Esterilización ,6
1057432-157-CC26,CC ARRIENDO DE 8 COMPUTADORES SAMU,4
1057434-487-SE26,"SERV. LICENCIAS MEDICAS CVMF, ABRIL 2026",6
1057439-2952-AG26,Orden de Compra generada por invitación a compra ágil: 1057439-2684-COT26,4
1057439-2955-AG26,Orden de Compra generada por invitación a compra ágil: 1057439-2576-COT26,4
1057461-650-CM26,BE/ VERDURAS MAYO 2026,6
1057472-6987-SE26,ORDEN DE COMPRA DESDE 1057472-118-LE25,6
1057472-8484-AG26,Orden de Compra generada por invitación a compra ágil: 1057472-186-COT26,4
1057472-8498-AG26,Orden de Compra generada por invitación a compra ágil: 1057472-187-COT26,4
1057476-8-CM26,ADQUISICIÓN DE PRODUCTOS CÁRNEOS HOGAR FORENSE,12
1057480-1117-SE26,COMERCIAL HS LIMITADA,12
1057480-1153-SE26,MARLYN PLAST SPA,12
1057480-1253-SE26,PROVEEDORES INTEGRALES PRISA S A,12
1057480-1276-CM26,Orden de Compra: 1057480-1276-CM26,4
1057480-1278-SE26,COMERCIAL ITAHUA SPA,4
1057486-297-AG26,IDO/CA/Req 3050040-1/Bodega Economato,6
1057489-6201-SE26,IC 2002220135 CIRCUITO ESPECÍFICO PARA VNI VENTSTA,4
1057491-2382-SE26,MPO/SERVICIOS TERAPIA OXIDO NITRICO UPC CCV/ABRIL 2026,12
1057491-2386-SE26,MPO/SERVICIOS TERAPIA OXIDO NITRICO HEMODNAMIA/ABRIL ,12
1057491-2387-SE26,MPO/SERVICIOS TERAPIA OXIDO NITRICO UCI CORONARIA/ABR,12
1057491-2736-SE26,CMM/PROGRAMA DE COMPRAS IMG/MAYO 2026,5
1057491-2739-SE26,CMM/PROGRAMA DE COMPRAS IMG/ MAYO 2026,6
1057492-1623-AG26,PINZA DE BIOPSIA COLON/ DESDE: 1057492-440-COT26,6
1057494-1502-AG26,S-COM.26630SUMINISTRO DE ROPA TÉCNICA DE TRABAJO Y CALZADO DE SEGURIDAD PARA FUNCIONARIOS CHOFERES,4
1057495-533-SE26,ORDEN DE COMPRA PARA FORMALIZAR LICITACIÓN DE INSUMOS DE LABORATORIO DESDE 1057495-3-LP26,6
1057498-1757-TD26,Orden de Compra generada por Trato Directo ID 1057498-360-FTD26,4
1057503-1879-AG26,INSUMOS FONOAUDIOLOGÍA - 1057503-996-COT26,6
1057503-2319-SE26,Adquisicion de Kit de Succión Irrigación (Tipo Tro,6
1057503-2321-AG26,compra ágil: 1057503-1274-COT26,4
1057509-4975-SE26,CUADRO BANCO DE SANGRE MAYO 2026 (CONV-HCHM-PBA),6
1057509-5011-CM26,CUADRO DE INSUMOS MES DE mayo 26(CJM),6
1057509-5043-SE26,insumo mes de mayo( convenio hchm-bodega-JOP)	,6
