Codigo,Nombre,CodigoEstado
1000813-136-AG26,LP_ ADQUISICION DE MATERIALES DE OFICINA PARA EL CUARTEL GENERAL V DE compra ágil: 1000813-90-COT26,12
1000813-149-AG26,LP_ADQUISICIÓN DE ELEMENTOS PARA REPARACIÓN DE CUADRAS DE LOS SLCs DE LA 4TA BRIACO - COMPRA ÁGIL: 1000813-148-COT26,6
1000813-91-CM26,"LP_ADQUISICION DE ALIMENTO PARA PERSONA (4214) PARA SER USADO EN LA COMISION SUBSISTENCIA (RANCHO TROPA) UBICADO EN LA 4TA. BRIACO ""CHORRILLOS"" (REP. SOF. ESTEBAN MARTINEZ HIDALGO TEL. 976677017) OC MP 1000813-91-CM26 dirigida a AGROSUPER COMERCIALIZ",12
1002772-6269-AG26,"CANULA ASPIRACION YANKAUER 18 FR 6MM (PUNTA CORONA CON VENTANA)  /CANULA ASPIRACION YANKAUER 14 FR  ID:1002772-1040-COT26 (AG,TRANSV,2204005003,MTM)",6
1003473-2382-SE26,PROG. PABELLON: MAYO 2026 DESDE 1003473-207-LE25,6
1004-74-SE26,FABRICACION MANGUERAS HIDRAULICAS,4
1004-75-SE26,ORDEN DE COMPRA DESDE 1004-18-LE26 NEUMATICOS CAMION TOLVA,4
1007793-89-AG26, ALFAJORES ARTESANALES PARA ESTUDIANTES DEL CFT ESTATAL DE LA REGIÓN DE LOS LAGOS.,6
1011254-196-AG26,MANOMETROS,4
1019-164-AG26,Orden de Compra generada por invitación a compra ágil: 1019-74-COT26,6
1028871-111-SE26,P02_EE_SEP_MATERIAL ESCOLAR_FEBRERO 2026,12
1028871-118-SE26,P02_EE_SEP_ART.DEPORTIVO_FEBRERO 2026,12
1028871-314-AG26,P01_VINCULACIÓN TERRITORIAL_RESTO_PENDONES_MAYO 2026,6
1028897-364-TD26,Orden de Compra generada por Trato Directo ID 1028897-14-FTD26,6
1030-65-AG26,Orden de Compra generada por invitación a compra ágil: 1030-20-COT26,6
1035206-75-AG26,Orden de Compra generada por invitación a compra ágil: 1035206-78-COT26,4
1038-92-TD26,Orden de Compra generada por Trato Directo ID 1038-18-FTD26,12
1038-95-TD26,Orden de Compra generada por Trato Directo ID 1038-19-FTD26,4
1040758-50-AG26,exp. 33320  Materiales de Aseo; Compra ágil 1040758-56-COT26,6
1040758-51-AG26,Exp 31624 Etiquetas Autoadhesivas; Compra ágil: 1040758-53-COT26,6
1040758-58-AG26,exp. 32439  bolsas de polietileno; Compra ágil: 1040758-52-COT26,6
1057049-14818-SE26,BMC PAC ID.1057049-210-LE24 INT. 1317/2024 PROGRAMA INSUMOS MAYO - JUNIO 2026,6
1057049-14869-SE26,FCU - RE N°1652 ID 1057049-140-LE25 PAC PROGRAMA INSUMOS MAYO 2026,6
1057384-377-SE26,ORDEN DE COMPRA DESDE 1057384-36-L126,6
1057388-220-AG26,OXIMETRO,6
1057388-224-AG26,PAPEL ECOGRAFO,6
1057389-2242-AG26,INSUMOS PARA UCA,12
1057389-2317-AG26,COLUTORIO DE CLORHEXIDINA AL 0.12% 120 ML,12
1057402-2513-SE26,PABELLON.MARZO.SUTURAS.VARIAS.(INS),12
1057402-2701-AG26,"(5074) Adquisición de cables ECG de 10 derivaciones o terminales para electrocardiógrafos marca Nihon Kohden, modelo CardioFax S. Orden de Compra generada por invitación a compra ágil: 1057402-342-COT26",12
1057402-3248-AG26,(5074) Servicio de arriendo de contenedores. Compra ágil: 1057402-480-COT26,12
1057402-4408-AG26,COMP. ALT/C. AVANZADAS/ABRIL/AP. SUPRASORB X + PHMB (INS),12
1057402-4567-SE26,DIALISIS/ABRIL 2026/VENDA ADHESIVA(INS),12
