Codigo,Nombre,CodigoEstado
1000813-165-CM26,LP_ADQUISICIÓN DE PASAJES PARA SLC LICENCIADOS.-Orden de Compra: 1000813-165-CM26,6
1000813-166-CM26,LP_ADQUISICIÓN DE PASAJES AEREOS PARA SLC LICENCIADOS.-Orden de Compra: 1000813-166-CM26,6
1002772-6351-AG26,"CIRCUITO DE VENTILADOR DE TRANSPORTE T1 HAMILTON PEDIATRICO/ADULTO,ID 1002772-1280-COT26,(AG,UPC PEDIATRICA,2204005003,MMC)",4
1002772-6354-AG26,"PRESERVATIVO PARA INCONTINENCIA (ESTUCHE PENIANO )TALLA S,ID 1002772-1292-COT26,(AG,MEDICINA 9C,2204005003,MMC)",4
1002772-6360-AG26,"MASCARA LARINGEA N° 5.0 REUTILIZABLE TUBO SIMPLE,ID 1002772-1326-COT26,(AG,UPC PEDIATRICA,2204005003,MMC)",4
1002772-6362-AG26,"MASCARILLA LARINGEA N° 1.0 REUSABLE,ID 1002772-1327-COT26,(AG,UPC PEDIATRIA,2204005003,MMC)",4
1002772-6363-AG26,"MASCARILLA LARINGEA N° 2.5 REUSABLE,ID 1002772-1328-COT26,(AG,UPC PEDIATRICA,2204005003.MMC)",4
1002772-6367-AG26,"MASCARILLA LARINGEA N° 1.5 REUSABLE,ID 1002772-1329-COT26,(AG,UPC PEDIATRICA,2204005003,MMC)",4
1002772-6370-AG26,"MASCARILLA LARINGEA N° 4.0 REUSABLE,ID 1002772-1330-COT26,(AG,UPC PEDIATRICA,2204005003,MMC)",4
1002772-6371-AG26,"MASCARILLA LARINGEA N° 3.0 REUSABLE,ID 1002772-1331-COT26,(AG,UPC PEDIATRICA,2204005003,MMC)",4
1002772-6380-AG26,"MASCARILLA LARINGEA N° 2.0 REUSABLE,ID1002772-1332-COT26,(AG,UPC PEDIATRICA,2204005003,MMC)",4
