Codigo,Nombre,CodigoEstado
1002772-5992-AG26,"HOJA POLIPROPILENO 60X60 CMS (SMS) HASTA 60 GR / HOJA POLIPROPILENO 70X70 CMS (SMS) HASTA 60 GR ID: 1002772-5992-AG26 (AG,ESTERILIZACIÓN,2204005003,RRC)",6
1002772-5996-AG26,"SONDA DE ALIMENTACION LARGA 12FR (TIPO LEVIN O SU EQUIVALENTE TECNICO),ID 1002772-1155-COT26,(AG,CAAE INDIFIR.,2204005003,MMC",6
1002772-6000-AG26,"SUTURA SEDA NEGRA N° 2/0 CON AGUJA 17-20 MM,ID 1002772-1157-COT26,(AG,DIALISIS,MEDICINA  6B,2204004003,MMC)",6
1013353-44-SE24,CDP 251 SUMINISTRO DE INSPECCIÓN Y CERTIFICACIÓN DE LAS INSTALACIONES DE GAS DE LOS EE.EE ORDEN DE COMPRA DESDE 1013353-10-LP24,12
1021609-203-SE26,INSUMOS ENDOSCOPIA (LITOTRIPTOR Y BARRIL DE LIGADURAS),6
1028-119-SE26,ORDEN DE COMPRA DESDE 1028-19-LP26,6
1038-78-AG26,PROTECTORES INDIVIDUALES PARA PLANTAS (RT9),4
1038999-19-TD26,Orden de Compra generada por Trato Directo ID 1038999-20-FTD26,6
1043-26-AG26,Compra CAD Compra ágil: 1043-25-COT26 materiales revestimiendo baños tte vidal,4
1049-2042-SE25,ORDEN DE COMPRA DESDE 1049-109-LE25,12
1057062-164-AG26,Aquisicion de materiales de oficina según compra ágil: 1057062-142-COT26,4
1057374-224-AG26, SISTEMA DE BOTONES DE EMERGENCIA Orden de Compra generada por invitación a compra ágil: 1057374-111-COT26,6
1057379-211-AG26, COMPRA DE KIT TRAQUEOSTOMIA N°8.5MM - SERV. MEDICINA HSAP 2026,4
1057389-2296-AG26,PUNCH DERMATOLOGICO DESECHABLE,4
1057402-2464-SE26,(5074) Mantención Preventiva Estanques Acumuladores de Agua Sanitaria 1/2,4
1057402-3756-SE26,5076- SERVICIO CAFETERIA 9 Y 10 ABRIL ( 150 RACIONES),12
1057402-4458-SE26,GENERALES/MAYO 2026/VENDA DE YESO(INS),4
1057402-4708-SE26,(5074) MANTENIMIENTO PREVENTIVO DE PUERTAS AUTOMÁTICAS Y ASCENSORES 1/12,6
1057402-4715-SE26,(5074) MANTENIMIENTO PREVENTIVO DE PUERTAS AUTOMÁTICAS Y ASCENSORES 2/12,6
1057415-2892-SE26,CS-PEDIDO LACTEOS PACIENTES MAYO 2026-REQ# 2201001001 HFCN 46753 (ecm),6
1057415-2904-SE26,CS-PEDIDO LACTEOS FUNCIONARIOS MAYO 2026 -REQ# 2201001002 HFCN 46754 (ecm),6
1057417-11351-AG26,IG rrr AG PEDIDO ABRIL 2026 ,6
1057429-1037-SE26,"FRUTAS Y VERDURAS F, ENTREGA LUNES 04-05",6
1057429-1038-SE26,"FRUTAS Y VERDURAS P, ENTREGA LUNES 04-05",6
1057430-1168-SE26,Reposición Insumo Farmacia,6
1057431-1331-SE26,ORDEN DE COMPRA DESDE 2157-53-LP24,12
1057434-478-AG26,LIMA WAVE ONE PRIMARY UNIDAD DENTAL CVMF 2026. ,4
1057434-479-AG26,AGUA DESTILADA BIDON 5 LITROS UNIDAD DENTAL CVMF 2026.,4
1057434-480-AG26,VIDRIO IONOMERO CHEMFIL KIT CEMENTO MOLAR UNIDAD DENTAL CVMF 2026. ,4
1057434-481-AG26,TUBO VACUTAINER tapa ROJA DE VIDRIO O PLASTICO UNIDAD DENTAL CVMF 2026.,4
1057434-483-AG26,480  LENTES OPTICOS ADULTOS MENOR 65 AÑOS CESFAM DR. V.M. FERNANDEZ.  Compra ágil: 1057434-158-COT26,4
1057472-8138-SE26,MARCAPASO,12
1057472-8372-SE26,INSUMOS CLINICOS MES DE MAYO,6
1057472-8393-SE26,INSUMOS CLINICOS MES DE MAYO,6
1057472-8408-SE26,INSUMOS CLINICOS MAYO ,6
1057472-8423-SE26,INSUMOS CLINICOS MAYO ,6
1057472-8428-SE26,Insumos Clínicos MAYO,6
1057472-8429-SE26,INSUMOS CLINICOS MAYO ,6
1057472-8436-SE26,INSUMOS CLINICOS MAYO,6
1057472-8447-SE26,Insumos Clínicos MAYO,6
1057472-8451-SE26,Insumos Clínicos MAYO,6
