Codigo,Nombre,CodigoEstado
1057545-522-AG26,CONVENIO SUMINISTRO SERVICIO DE CAFETERIA ACTIVIDADES DE CAPACITACION Orden de Compra generada por invitación a compra ágil: 1057545-80-COT26,6
1171142-1861-AG26,INSULINA GLULISINA 300 UI/3 ML (100 UI/ML) INYECTABLE EN LAPIZ PRELLENADO1171142-1151-COT26,5
1233615-785-AG26, PHA/SOL 892/SALIDA PEDAGOGICA 19.05/LICEO JOSEFINA AGUIRRE MONTENEGRO compra ágil: 1233615-237-COT26,6
1658-1334-AG26,Orden de Compra generada por invitación a compra ágil: 1658-608-COT26,6
1968-1163-AG26,CCP TEMUCO ADQUISICIÓN DE TERMOS MANTENEDORES DE LIQUIDOS Y SOLIDOS PARA CENTRAL ALIMENTOS compra ágil: 1968-125-COT26,6
2981-458-SE26,PASAJE INTERNACIONAL,6
2981-460-SE26,PASAJES NACIONALES DESTINACION,6
2981-463-SE26,PASAJES NACIONALES DESTINACION,6
2981-470-SE26,PASAJES NACIONALES COMETIDO FUNCIONARIO,6
2981-482-SE26,PASAJES NACIONALES DESTINACION,6
2981-485-SE26,PASAJES NACIONALES DESTINACION,6
2981-494-SE26,PASAJES NACIONALES DESTINACION,6
2981-503-SE26,PASAJES NACIONALES DESTINACIONES,6
2981-504-SE26,PASAJE INTERNACIONAL,6
2981-508-SE26,PASAJES NACIONALES DESTINACIONES,6
2981-509-SE26,PASAJE INTERNACIONAL,6
2981-517-SE26,PASAJES NACIONALES COMETIDO FUNCIONARIO	,6
2981-518-SE26,PASAJES NACIONALES DESTINACIONES,6
3510-432-SE26,PAGO TRANSP.  ESCOLAR ESC. RURAL PUTENIO,4
3510-433-SE26,PAGO TRANSPORTE ESCOLAR ESC. RURAL POLLOLLO,4
3510-434-SE26,PAGO TRANSPORTE ESCOLAR ESC. A. DE ERCILLA POLLOLL,4
3510-435-SE26,PAGO TRANSPORTE ESCOLAR ESC. AGUANTAO,4
3510-436-SE26,PAGO TRANSPORTE ESCOLAR ESC. AGUANTAO,4
3510-437-SE26,PAGO TRANSPORTE ESCOLAR ESC. RURAL TABON,4
3794-3235-SE26,ADQUISICION PASAJES SANTIAGO (CHILE) - AMSTERDAM - LA HAYA (PAISES BAJOS) - SANTIAGO (CHILE),6
3794-3236-SE26,ADQUISICION PASAJES SANTIAGO (CHILE) - EZEIZA (ARGENTINA) - SANTIAGO (CHILE),6
3884-223-AG26,"CONTRATACIÓN DE BANDA NACIONAL DE ROCK LATINOAMERICANO PARA ACTIVIDAD ""DÍA DEL PISCO, VOLVIENDO A LOS ORÍGENES""",6
4474-433-SE26,ORDEN DE COMPRA DESDE 4474-6-LE26,6
4631-46-SE26,ORDEN DE COMPRA DESDE 4631-61-LR25,6
5124-141-SE26,Traslado alumno Liceo a Santiago ,6
875-57-SE26,Pasaje Áereo - Coyhaique CANDIA JP,6
875-58-SE26,Fee Pasaje aéreo - Coyhaique CANDIA JP,6
875-59-SE26,Pasaje aéreo + Asistencia - Canadá Di Giovanni,6
875-60-SE26,Fee pasaje aéreo + Asistencia - Canadá Di Giovanni,6
