Codigo,Nombre,CodigoEstado
1000813-133-AG26,LP_ ADQUISICION DE BANDERAS Y GALLARDETES PARA LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-101-COT26,4
1000813-151-AG26,FI_ ADQUISICION DE MATERIALES DE OFICINA E INSUMOS COMPUTACIONALES PARA EL FUNCIONAMIENTO ADMINISTRATIVO DEL CASINO MILITAR DE OFICIALES DE LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-110-COT26,6
1000813-152-AG26,FI_ ADQUISICION DE ELEMENTOS PARA LA COMISION SECRETARIA DEL CASINO MILITAR DE OFICIALES DE LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-127-COT26,4
1000813-153-AG26,LP_ ADQUISICION DE ELEMENTOS PARA SER EMPLEADOS EN LA OFICINA SICE DE LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-105-COT26,6
1000813-156-AG26,FI_ ADQUISICION DE TARJETA DE SUPERMERCADO PARA EL CASINO MILITAR DE SUBOFICIALES DE LA JAL CM AUSTRAL compra ágil: 1000813-155-COT26,4
1002592-56-SE25,ORDEN DE COMPRA DESDE 1002592-4-LE25,12
1002772-5530-AG26,"TROCAR PUNCION LUMBAR 23 G X 90 MM ESPINAL (2-28)  ID: 	1002772-969-COT26 (AG, MED 9C, UTI ADULTO,2204005003,MTM)",6
1002772-5676-SE26,"SET DE PINCELACION (COPELA Y PINCELADOR ESTERIL) ID:	1002772-123-LR25 (LC,TRANSV,2204005003,MTM) ",6
1002772-5957-AG26,"GUANTE ALTO RIESGO TEXTURIZADO TALLA S ANTIDESLIZ ID:1002772-1174-COT26 (AG,ONCO,2204005003,MTM)",12
1002772-6049-SE26,"MANGUITO PRESION ARTERIAL NEONATAL Nº1 COMPATIBLE CON MONITOR SPACELABS,ID:1002772-29-LE26,(LC,NEONATOLOGIA,2204005003,APG)",12
1002772-6194-AG26,"AGUJA DE ANESTESIA ESPINAL 27G X 5 ID:  1002772-1244-COT26 (AG,Pabellon Central y Anestesi,2204005003,RRC)",6
1002772-6216-AG26,"VARILLA 5X45CM COMPATIBLE CON IRRIGADOR/ASPIRADOR APPLIED  INSUMOS CLINICOS ID:1002772-1347-COT26(AG,ESTERILIZACION,2204005003,BHN)",6
1002772-6249-SE26,"ELECTRODO DE ACERO INOXIDABLE MICROPUNTA (PUNTA AGUJA)5 CM LARGO,ID 1002772-12-LP24, (LC.PABELLON,2204005003,MMC)",6
1002772-6260-SE26,"SET DE APLICACION TAMA?O S,SET DE APLICACION TAMA?O M CON PLATA,ID:1002772-115-LR25,(LC,U.CUIDADO DE LA PIEL,2204004003,MMC)",6
1003473-1490-AG26,PROG. LABORATORIO MAYO 2026 compra ágil: 1003473-1171-COT26,6
1003473-2180-AG26,PROG: PABELLON: ABRIL 2026 compra ágil: 1003473-1950-COT26,12
1003473-2206-AG26,PROG: PABELLON: ABRIL 2026 compra ágil: 1003473-2055-COT26,12
1003473-2277-SE26,PROG. LABORATORIO MAYO 2026 (1003473-125-LP25),6
1004-70-SE26,SERVICIO ARRIENDO Y LIMPIEZA BAÑOS QUIMICOS,6
1005498-76-CM26,"Pasaje aéreo nacional a La Serena, Sr. Erik Berwart",12
1011254-210-SE26,CONVENIO POR SERVICIO DE HABILITACIÓN DE DISPOSITVO EXTERNO DEL HOSPITAL SAN PABLO DE COQUIMBO,4
1020-149-SE26,PASAJE AÉREO -DESTINO COPIAPÓ,4
1024-91-AG26,Orden de Compra generada por invitación a compra ágil: 1024-67-COT26,4
1024-92-SE26,COMPRA DE COMBUSTIBLE MODALIDAD TAE-DRV-TARAPACA,4
1028-160-SE26,Conv.M&R Barrenieves y Motoniveladora Camino Inter,6
1028-161-SE26,Conv. M&R de Camiones y Otros Camino Internacional,6
1028871-103-SE26,P02_EE_SEP_INSTRUMENTOS MUSICALES_FEBR2026,12
1028871-312-AG26,P01_OC312_ADM_RESTO_INSUMOSASEO_VCOMMERCE _MAY26,4
1028897-63-SE26,SP 418/10 Servicio de Impresión y Fotocopiado EE.EE SLEPCA SEP JCAT,6
1030-66-SE26,ORDEN DE COMPRA DESDE 1030-10-LE26,6
