Codigo,Nombre,CodigoEstado
1057430-1197-SE26,Mantención Correctiva de Caldera ,6
1057430-1198-SE26,Mantención Correctiva de Caldera ,6
1057509-5152-SE26,"Fotocopias Abril 2026 (Conv, PRM)",6
1057534-536-CC26,Mantención Preventiva Plantas tratamiento de Agua ,6
1375735-19-AG26,P01 ADQ. EQUIPOS INFRAESTRUCTURA,6
1523-947-AG26,Orden de Compra generada por invitación a compra ágil: 1523-482-COT26,6
1576-57-CM26,RRFF - RECARGA BOMBONA JI ABLASTIBLE,12
1576-62-CM26,RRFF - RECARGA BOMBONA JI ABASTIBLE,12
1576-72-CM26,RRFF - RECARGA BOMBONA JI ABASTIBLE,12
2322-183-AG26,Orden de Compra generada por invitación a compra ágil: 2322-120-COT26. Adquisición Talonarios de Infracción al Tránsito Carabineros de Chile ,12
2322-194-AG26,Orden de Compra generada por invitación a compra ágil: 2322-129-COT26,12
2322-238-AG26,Orden de Compra generada por invitación a compra ágil: 2322-182-COT26. Adquisición indumentaria para equipo de trabajo Programa Red Local de Apoyos y Cuidados.  ,12
2322-245-AG26,Orden de Compra generada por invitación a compra ágil: 2322-181-COT26,12
2730-229-SE26,ORDEN DE COMPRA DESDE 2730-30-LE26,6
2730-230-SE26,ORDEN DE COMPRA DESDE 2730-30-LE26,6
2735-509-AG26,"Adquisicion Balones Deportivos, compra ágil: 2735-455-COT26",6
3871-81-SE26,PRESTACIONES PROGRAMA RESOLUTIVIDAD EN APS AÑO 2026 55,6
407-332-SE26,MANT PREV AUTOCLAVE SEDILE / CUOTA 22,6
407-386-SE26,ORDEN DE COMPRA DESDE 407-11-LE26 respuesto con ca,6
407-473-SE26,MANT PREV AUTOCLAVE SEDILE / CUOTA 23,6
4120-82-AG26,Orden de Compra generada por invitación a compra ágil: 4120-34-COT26,6
4238-110-SE26,CONTRATO SUMINISTRO MANTENCION PREVENTIVA AUTOCLAV,6
494-1033-AG26,"REGULARIZACION CIRUGIAS TMT25, DESDE AG: 494-452-COT26",6
494-1054-AG26,"REGULARIZACION CIERUGIAS LIGAMENTO CRUZADO Y LESION DEDO, DESDE AG: 494-451-COT26",6
