Codigo,Nombre,CodigoEstado
1000813-152-AG26,FI_ ADQUISICION DE ELEMENTOS PARA LA COMISION SECRETARIA DEL CASINO MILITAR DE OFICIALES DE LA 4TA BRIACO CHORRILLOS  compra ágil: 1000813-127-COT26,12
1000813-174-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.-Orden de Compra: 1000813-174-CM26,6
1000813-175-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.- Orden de Compra: 1000813-175-CM26,6
1000813-176-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.-Orden de Compra: 1000813-176-CM26,6
1000813-177-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.-Orden de Compra: 1000813-177-CM26,6
1000813-178-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.-Orden de Compra: 1000813-178-CM26,6
1000813-180-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.-Orden de Compra: 1000813-180-CM26,6
1000813-182-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.-Orden de Compra: 1000813-182-CM26,6
1000813-183-CM26,LP_ADQUISICION DE PASAJES DESPLIEGUE MZS.-Orden de Compra: 1000813-183-CM26,6
1002588-122-SE26,Capacitación Apoyo al Aprendizaje Profundo O.C.DESDE 1002588-42-LE26,6
1002588-130-AG26,Adquisición de tabletas de cloración de estanques de almacenamiento para consumo humano; Escuelas Rurales; Orden de Compra generada por invitación a compra ágil: 1002588-45-COT26,4
1002588-131-CM26,Adquisición equipos computacionales para SLEP Puerto Cordillera.,4
1002592-21-TD26,Orden de Compra generada por Trato Directo ID 1002592-2-FTD26,6
1002772-3042-SE26,"BAJADA AMIKA TAPA ROSCA CONEXION ENFIT,(LC,TRANSV,2204005003,APG)",12
1002772-4466-SE26,"MOLTOPLEN ASEO/RIÑON DESECHABLE NO ESTERIL, ID 1002772-123-LR25,(LC,TRANSVERSAL,2204005003,MMC)",12
1002772-4671-SE26,"FRESAS PARA PABELLON ID 1002772-128-LR25) )LC,PABELLON,2204005003,JRT)",12
1002772-5336-SE26,"BOLSA COLOSTOMIA UNA PIEZA ADULTO//TOALLITA REMOVEDORA ADHESIVO//PASTA PROTECTORA STOMASIVE TUBO ID 1002772-105-LR24 (LC,TRANSV,2204005003,CBO)	 ",12
1002772-6153-SE26,"SOLUCION IRRIGACIÓN PARA DESCONTAMINACIÓN DE HERIDAS, 250ML (ACIDO HIPOCLOROSO) ID:1002772-83-LR25(LC,CUIDADO PIEL,2204005003,APG)",6
1002772-6191-AG26,"SONDA DE CALIBRACION 36 FR X55-60CMS LARGO  (SONDON) ID: 1002772-1240-COT26 (AG,Pabellon Central y Anestesia,2204005003,RRC)",6
1002772-6192-AG26,"SONDA DE CALIBRACION 38 FR X 55-60 CMS LARGO ID:  1002772-1241-COT26 (AG,Pabellon Central y Anestesia,2204005003,RRC)",12
1002772-6221-SE26,"GEL ANTIMICROBIANO CON PLATA 45 GR ID:1002772-83-LR25 (LC,PAB.CENTRAL,2204005003,MTM)",12
1002772-6238-SE26,"CEPILLO LIMPIEZA ORAL DESECHABLE CON ASPIRACION ID:1002772-25-LQ25 (LC,MEDICINA 6-C,2204005003,APG)",6
1002772-6378-SE26,"IMPLANTE MAMARIO RECUBIERTO DE POLIUTERANO, DISTINTOS VOLÚMENES, MEDIDAS Y PROYECCIÓN ID: 1002772-91-LQ24 (LC,Patologia Mamaria,2204004004,APG)",6
1002772-6402-AG26,"MANIPULADOR UTERINO ZUMI,ID:1002772-1311-COT26,(AG,PAB,CENTRAL,2204005003,APG)",6
1002772-6403-AG26,"CURETA QUIRÚRGICA PARA CURACIONES MEDIDA 4 MM,ID:1002772-1324-COT26,(AG,CAAE INDIFERENCIADO,2204005003,APG)",6
1002772-6407-SE26,"INSUMOS CIRUGIA DE CADERA Y PROTESIS EN DISPLASIA LIC 1002772-72-LR24 (LC,PABELLON,2204004004,CMG)",6
1002772-6408-SE26,"PROTESIS TOTAL DE CADERA LIC 1002772-20-LQ25 (LC,PABELLON,2204004004,CMG)",6
1002772-6412-SE26,"PROTESIS TOTAL DE CADERA LIC 1002772-20-LQ25 (LC,PABELLON,2204004004,CMG)",6
1002772-6417-AG26,"CALZON MALLA,ID;1002772-1418-COT26,(AG,TRANSVERSAL,2204005003,APG)",4
1002772-6418-AG26,"ELECTRODO DE ELECTROCARDIOGRAMA  PEDIATRICO,ID: 1002772-1405-COT26,(AG,TRANSERVSL,2204005003,APG)",4
1002772-6422-SE26,"KIT BALON MADURACION CERVICAL ID:1002772-145-LE25 (LC,PARTO.PAB,2204005003,MTM)",6
1002772-6423-AG26,"GEL ESTERIL SACHET P/ECOGRAFICA DOBLE EMPAQUE,ID:1002772-1406-COT26,(AG,TRANSVERSAL,2204005003,APG)",4
1002772-6425-SE26,"AGUJA DE ANESTESIA ESPINAL 25G X 5 ID:1002772-146-LR25 (LC,PARTOPABE,2204005003,MTM)",6
1002772-6427-SE26,"PROTESIS DE CADERA VÁSTAGO CÓNICO MONOBLOCK, VÁSTAGO DE PERFIL DISTAL REDUCIDO NO CEMENTADO MÁS COTILO OPCION DOBLE MOVILIDAD LIC.1002772-34-LQ25 (LC,PABELLON,2204004004,CMG)",6
1002772-6429-SE26,"PROTESIS DE CADERA VÁSTAGO CÓNICO MONOBLOCK, VÁSTAGO DE PERFIL DISTAL REDUCIDO NO CEMENTADO MÁS COTILO OPCION DOBLE MOVILIDAD LIC.1002772-34-LQ25 (LC,PABELLON,2204004004,CMG)",6
1002772-6432-SE26,"PROTESIS DE CADERA VÁSTAGO CÓNICO MONOBLOCK, VÁSTAGO DE PERFIL DISTAL REDUCIDO NO CEMENTADO MÁS COTILO OPCION DOBLE MOVILIDAD LIC.1002772-34-LQ25 (LC,PABELLON,2204004004,CMG)",6
1002772-6434-AG26,"APOSITO CARBOXIMETILCELULOSA PLATA LAMINA 10 X 10 CM ,ID:1002772-1398-COT26,(AG,EMERGENCIA ADULTO,CAAE INDFI,2204004003,APG)",4
1002772-6437-AG26,"APOSITO CARBOXIMETILCELULOSA PLATA LAMINA 10 X 10 CM,ID;1002772-1248-COT26,(AG,PAB.CEENTRAL,2204004003,APG)",4
1002772-6439-AG26,"PAPEL TERMOQUíMICO MONITOR CARDIOFETAL MI9IIA PHILLIPS PARA MONITOR FM20,ID;1002772-1377-COT26,(AG,PARTO,ALTO RIESGO,CAAE GINECO,2204005003,APG)",6
1002772-6441-AG26,"APOSITO TRANSPARENTE ADHESIVO 5 X 7 CM I.V.,ID:1002772-1278-COT26,(AG,CX ADULTO,2204004003,APG)",4
1002772-6442-SE26,"TUTORES EXTERNOS TIPO AO LIC 1002772-14-LQ24 (LC,PABELLON,2204004004,CBO)",6
1002772-6443-SE26,"TUTORES EXTERNOS TIPO AO LIC 1002772-14-LQ24 (LC,PABELLON,2204004004,CBO)",6
1002772-6444-SE26,"TUTORES EXTERNOS TIPO AO LIC 1002772-14-LQ24 (LC,PABELLON,2204004004,CBO)",6
1002772-6445-SE26,"TUTORES EXTERNOS TIPO AO LIC 1002772-14-LQ24 (LC,PABELLON,2204004004,CBO)",6
1002772-6446-SE26,"TUTORES EXTERNOS TIPO AO LIC 1002772-14-LQ24 (LC,PABELLON,2204004004,CBO)",6
1002772-6447-SE26,"TUTORES EXTERNOS TIPO AO LIC 1002772-14-LQ24 (LC,PABELLON,2204004004,CBO)",6
1002772-6448-SE26,"TUTORES EXTERNOS TIPO AO LIC 1002772-14-LQ24 (LC,PABELLON,2204004004,CBO)",6
1002772-6449-SE26,"TUTORES EXTERNOS TIPO AO LIC 1002772-14-LQ24 (LC,PABELLON,2204004004,CBO)	",6
1002772-6454-AG26,"TAPON DE SELLADO, DIAMETRO 0,8 MM  ID: 1002772-1375-COT26 (AG, OBSTETRICIA Y GINECOLOGIA,2204005003,RRC)",4
1003473-1490-AG26,PROG. LABORATORIO MAYO 2026 compra ágil: 1003473-1171-COT26,12
