Codigo,Nombre,CodigoEstado
1020-99-AG26,"Servicio de Limpieza de Vidrios, Caja Escala Morandé 59, Edificio Central MOP.",6
1036811-2-AG26,SENDA ÑUBLE_SERVICIO DE INTERNET ADICIONAL DE FIBRA ÓPTICA_12 MESES/Orden de Compra generada por invitación a compra ágil: 1036811-2-COT26,6
1057474-88-AG26,SILLAS ERGONÓMICAS PARA INFORMÁTICA Y RECURSOS FÍSICOS DEL SSMN,6
1057532-91-AG26,F2-472-BMC-DOSIMETROS PARA TRABAJADORES SSO,12
1134432-574-AG25,ARRIENDO DE IMPRESORA DE GRAN FORMATO PARA DIRECCIÓN DE OBRAS MUNICIPALES Orden de Compra generada por invitación a compra ágil: 1134432-601-COT25,12
1170507-731-SE25,"903: Contratación del servicio de arriendo de enfriadores de aire que serán utilizados en periodo de 5 meses del año 2025 y 2026, desde licit ID 1170507-13-LE25 (UD_18/LP/1200/2409002/512/APS)",12
1237328-200-AG26,Orden de Compra generada por invitación a compra ágil: 1237328-61-COT26 / LECTOR DE HUELLAS DACTILARES / CGR N° 2720260031,6
1330174-20-AG26,Orden de Compra generada por invitación a compra ágil: 1330174-19-COT26,6
1417913-304-AG26, SERVICIO DE PRODUCCIÓN Y EJECUCIÓN DE CELEBRACIÓN DEL DÍA DEL TRABAJADOR Y LA TRABAJADORA DEL BIENESTAR APS 2026 1417913-108-COT26,6
2026-417-SE24,ORDEN DE COMPRA DESDE 2026-11-LQ24,12
2065-305-AG26,"Utencilios Desechables, stock mayo 2026, cotización compra ágil: 2065-203-COT26",6
2065-306-SE26,"LIC 2065-9-LE24: Arriendo Container Bodegas, por l",6
2133-964-SE26,ORDEN DE COMPRA DESDE 2133-97-LP25,12
2133-966-SE26,ORDEN DE COMPRA DESDE 2133-91-LQ24,12
2297-601-AG26,Orden de Compra generada por invitación a compra ágil: 2297-604-COT26,6
2378-67-CM26,Orden de Compra: 2378-67-CM26,9
2378-90-CM26,Orden de Compra: 2378-90-CM26,4
2424-594-AG26,SERVICIO DE PRODUCCIÓN DE EJECUCIÓN MURAL GRAN FORMATO/ PED. 32/1913 (KMGA) Orden de Compra generada por invitación a compra ágil: 2424-769-COT26,6
2721-146-AG26,Orden de Compra generada por invitación a compra ágil: 2721-171-COT26 CAMAROTES COMPLETOS PARA PROGRAMA DE EMERGENCIA MUNICIPAL ,6
2731-368-AG26,SC N°18-053_DIMAS_UNIDAD DE MANTENCIÓN_ARRIENDO PLATAFORMA ELEVADORA_Orden de Compra generada por invitación a compra ágil: 2731-443-COT26,6
2756-52-AG26,Mantencion y Reparacion Equipos de Impresion Escuela Padre Andre Coindre y Escuela Presidente Pedro Aguirre Cerda.,6
2833-401-AG26,MANTENCION EQUIPO DE IMPRESION ESC. CRISTINA DURAN  compra ágil: 2833-356-COT26,6
2981-475-SE26,PASAJES NACIONALES COMETIDO FUNCIONARIO,6
3299-151-AG26,INSUMOS OLIMPIADAS LICEO BICENTENARIO AUGUSTO SANTELICES VALENZUELA Orden de Compra generada por invitación a compra ágil: 3299-91-COT26,6
3597-318-AG26,Orden de Compra generada por invitación a compra ágil: 3597-381-COT26,6
3743-125-AG26, BEBIDAS Y CUBIERTOS DESECHABLES ACTIVIDAD DIA DEL ALUMNO LICEO BICENTENARIO LOS SAUCES,6
3778-144-TD26,Orden de Compra generada por Trato Directo ID 3778-7-FTD26,6
4086-209-AG26,Orden de Compra generada por invitación a compra ágil: 4086-205-COT26,6
4120-87-SE26,ORDEN DE COMPRA DESDE 4120-9-LE26,6
4121-33-AG26,Orden de Compra generada por invitación a compra ágil: 4121-9-COT26,6
4125-51-AG26,Orden de Compra generada por invitación a compra ágil: 4125-41-COT26,6
4291-469-AG26,DEPTO. EDUCACION,6
4353-78-AG26,ARRIENDO DE BUS/ 4353-65-COT26/DIDECO,4
4353-79-TD26,Orden de Compra generada por Trato Directo ID 4353-19-FTD26,4
4375-1321-CM26,COLACION NOCTURA CENTRAL BERLIN Y EMPANADAS MAYO,5
4377-150-TD26,Orden de Compra generada por Trato Directo ID 4377-31-FTD26,6
4906-112-SE26,ORDEN DE COMPRA DESDE 4906-9-LE26,6
4993-223-AG26,Orden de Compra generada por invitación a compra ágil: 4993-70-COT26,6
5060-230-AG26,"S136. MANTENCION DE CALDERA A PELLET ESCUELA BOYECO, MEMO N° 48..Orden de Compra generada por invitación a compra ágil: 5060-238-COT26",6
5155-121-TD25,Orden de Compra generada por Trato Directo ID 5155-26-FTD25,12
539119-1474-SE26,"SUMINISTRO DE ALIMENTOS PARA EL JARDIN INFANTÍL AYIWKULEY TAÑI PU PICHE CHE DE LA CIUDAD DE CONCEPCIÓN, SEGÚN SOLICITUD DE PEDIDO N°17 ADJUNTO, CORRESPONDIENTE AL MES DE MAYO 2026. DE LA DIRECCIÓN DE BIENESTAR DE CARABINEROS, LICITACION 539119-20-LE25.",6
5756-212-AG26,CSG - Catering 14 de mayo - Solicitud 9135 - 5756-197-COT26,6
5761-68-AG26,Orden de Compra generada por invitación a compra ágil: 5761-52-COT26,6
705290-897-AG26,"CURSO ACTUALIZACION IVE LEY 21.030 ID:	705290-54-COT26(AG,CAPACITACION,221100200101,BHN)",6
720-101-SE26,PAC/SERVICIO MANTENCION OF SECTORIAL ARICA,6
799512-424-AG26,SERVICIO TRANSPORTE DE MUESTRAS ENTRE CAD VALPARAÍSO E ISP (SANTIAGO),6
889473-627-AG26,SC 7375 - CDP 2723 - Purificadores de aire Impresora 3D,6
889473-642-AG26,"SC 7497 - CDP 2872 -  EPP de soldadura, seguridad respiratoria y herramientas de taller",6
895072-52-AG26, Servicio de cafetería jornada provincial Maule,6
