Codigo,Nombre,CodigoEstado
1000813-155-CM26,FI_ ADQUISICION DE MATERIAS PRIMAS Y SEMIELABORADAS PARA LA COMISION PANADERIA DE LA 4TA BRIACO CHORRILLOS,12
1002772-20149-AG25,"AGUJA DE ANESTESIA ESPINAL 25G X 3 1/2 PUNTA LAPIZ  ID: 1002772-2819-COT25 (AG,PAB,2204005003,CBO) ",6
1002772-3225-SE26,"BOLSA ASPIRACION DESECHABLE 3000CC ID: 1002772-116-LQ25 (LC,Pabellon Central y Anestesia,2204005003,RRC)",12
1002772-5685-SE26,"SONDA ALIMENTACION ADULTO 15 FRENCH ENFIT 15 FR   (2-20)/SONDA ALIMENTACION PEDIATRICA 6FR 50CMS ENFIT    (2-20) ID: 1002772-101-LR25 (LC,TRANSV,2204005003,MTM)",12
1002772-6151-SE26,"MIEL DE ULMO 30ML USO MEDICINAL ID: 1002772-83-LR25 (LC,CUID.PIEL ,2204004003,APG)",12
1002772-6211-AG26,"SONDA FOLEY 6FR CON BALON 5 ML 2 VIAS SILICONA DESECHABLE ESTERIL,ID 1002772-1232-COT26,(AG,UPC PEDIATRICA,2204005003,MMC)",12
1002772-6477-AG26,"LAPIZ MARCADOR DE PIEL ESTERIL (2-17) ID:1002772-1394-COT26 (AG,PAB.CENTRAL,2204005003,MTM)",6
1002772-6560-SE26,"TEST DE EMBARAZO EN ORINA ID 1002772-850-COT25 (AG,URGENCIA GINECO OBSTETRICA,2204005003,APG)",4
1002772-6561-SE26,"TAPA JERINGA ENFIT (CAJA) ( 2 - 22) ID:1002772-61-LR25 (LC,ALIMENTACION,2204005003,APG)",4
1002772-6562-SE26,"CONECTOR DESECHABLE BLANDON NEONATAL P/CIRCUITO BABY FLOW,ID 1002772-97-LQ25,(LC,NEONATOLOGIA,2204005003,APG)",4
1002772-6563-CM26,"CONTROL BIOLOGICO LECTURA EXTRA RAPIDA (CM,2204005003,Unidad de EsterilizacionRRC)",4
1003473-2086-AG26,PROG. PABELLON: ABRIL 2026 a compra ágil: 1003473-1865-COT26,6
1003473-2317-AG26,PROG.ESTERILIZACION MAYO 2026 -compra ágil: 1003473-2164-COT26,6
1003473-2343-AG26,PROG.ESTERILIZACION MAYO 2026-compra ágil: 1003473-2188-COT26,6
1003473-2345-AG26,PROGESTERILIZACION MAYO 2026 -compra ágil: 1003473-2186-COT26,6
1003473-2350-AG26,PROG.ESTERILIZACION MAYO 2026-compra ágil: 1003473-2175-COT26,6
1003473-2568-AG26,PROG DENTAL 05/25 compra ágil: 1003473-2350-COT26,6
