Codigo,Nombre,CodigoEstado,EstadoDescripcion,TipoMoneda,OrdenTotalNeto,OrdenTotal,Producto,Cantidad,PrecioNeto,ItemTotal,FechaCreacion,FechaProcesamiento
1063538-3454-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 1063538-878-Cot26,6,Aceptada,CLP,2512100.0,2989399.0,Construcción de sistemas de fontanería o gasfitería,1.0,2512100.0,0.0,2026-04-30T09:39:05.337,2026-05-10 11:54:52
1426098-109-CM26,"P.02 Ip-Irc Coronel, Req. N° 6// Compra Trimestral De Abarrotes",6,Aceptada,CLP,902520.0,902520.0,JUREL CONSERVA AL ACEITE SAN JOSE TARRO 425 G UNIDAD VIII REGIÓN,360.0,2507.0,902520.0,2026-04-27T12:59:56.357,2026-05-10 11:54:52
1549-1811-AG26,Pac Menor 100 Utm 107-5040 Paq.Cesarea Desech.Esteril,4,Enviada a Proveedor,CLP,5746000.0,6837740.0,Ropa para salas esterilizadas,260.0,22100.0,0.0,2026-04-24T09:57:06.99,2026-05-10 11:54:52
2080-3722-SE26,Cuota 4 De 24 Marzo 2026,6,Aceptada,CLP,1050000.0,1249500.0,Servicio de mantenimiento de equipo de fabricación,1.0,1050000.0,1050000.0,2026-04-22T15:24:28.8,2026-05-10 11:54:52
2432-275-AG26,Sc. Orden De Compra Generada Por Invitación A Compra Ágil: 2432-308-Cot26,6,Aceptada,CLP,5342000.0,6356980.0,Luz química,1.0,5342000.0,0.0,2026-04-30T12:18:21.593,2026-05-10 11:54:52
2771-230-AG26,"Sopi 290, Compra De Tablet, Reloj Inteligente Y Boligrafo Metalico (Dideco-Org.Comunitarias), Iddoc: 315974 Coordinar Con Katherine Luna Al Fono 9-77704275 O Al Correo Katherine.Luna@Munichiguayante.Cl",6,Aceptada,CLP,650000.0,773500.0,Computadores portátiles tipo Tablet PC,4.0,132185.0,0.0,2026-04-29T16:46:13.717,2026-05-10 11:54:52
2771-230-AG26,"Sopi 290, Compra De Tablet, Reloj Inteligente Y Boligrafo Metalico (Dideco-Org.Comunitarias), Iddoc: 315974 Coordinar Con Katherine Luna Al Fono 9-77704275 O Al Correo Katherine.Luna@Munichiguayante.Cl",6,Aceptada,CLP,650000.0,773500.0,Relojes de pulsera,3.0,25126.0,0.0,2026-04-29T16:46:13.717,2026-05-10 11:54:52
2771-230-AG26,"Sopi 290, Compra De Tablet, Reloj Inteligente Y Boligrafo Metalico (Dideco-Org.Comunitarias), Iddoc: 315974 Coordinar Con Katherine Luna Al Fono 9-77704275 O Al Correo Katherine.Luna@Munichiguayante.Cl",6,Aceptada,CLP,650000.0,773500.0,Conjunto de lápiz o bolígrafo,3.0,15294.0,0.0,2026-04-29T16:46:13.717,2026-05-10 11:54:52
3447-1018-SE26,Anexo Contrato . Amplía Plazo Ejecución Obra,6,Aceptada,CLP,1.0,1.0,Construcción de obras civiles,1.0,1.0,1.0,2026-04-17T16:07:45.04,2026-05-10 11:54:52
3992-40-SE26,Proyecto De Implementación De Salas Sensoriales,6,Aceptada,CLP,12437267.0,14800348.0,Construcción de obras civiles,1.0,12437267.0,12437267.0,2026-04-22T11:06:01.39,2026-05-10 11:54:52
4404-76-AG26,Orden De Compra Generada Por Invitación A Compra Ágil: 4404-44-Cot26,6,Aceptada,CLP,150000.0,178500.0,Profesionales,1.0,150000.0,0.0,2026-04-29T16:29:44.33,2026-05-10 11:54:52
4777-367-AG26,10 M3 Cubico De Aridos,6,Aceptada,CLP,350000.0,416500.0,Distribuidoras de áridos,10.0,35000.0,0.0,2026-04-30T15:38:52.027,2026-05-10 11:54:52
