Codigo,Nombre,CodigoEstado,EstadoDescripcion,TipoMoneda,OrdenTotalNeto,OrdenTotal,Producto,Cantidad,PrecioNeto,ItemTotal,FechaCreacion,FechaProcesamiento
1002772-5992-AG26,"Hoja Polipropileno 60X60 Cms (Sms) Hasta 60 Gr / Hoja Polipropileno 70X70 Cms (Sms) Hasta 60 Gr Id: 1002772-5992-Ag26 (Ag,Esterilización,2204005003,Rrc)",6,Aceptada,CLP,404000.0,480760.0,Papeles u hojas de esterilización,1000.0,149.0,0.0,2026-04-28T14:47:59.663,2026-05-11 13:49:25
1002772-5992-AG26,"Hoja Polipropileno 60X60 Cms (Sms) Hasta 60 Gr / Hoja Polipropileno 70X70 Cms (Sms) Hasta 60 Gr Id: 1002772-5992-Ag26 (Ag,Esterilización,2204005003,Rrc)",6,Aceptada,CLP,404000.0,480760.0,Papeles u hojas de esterilización,1000.0,255.0,0.0,2026-04-28T14:47:59.663,2026-05-11 13:49:25
1002772-5996-AG26,"Sonda De Alimentacion Larga 12Fr (Tipo Levin O Su Equivalente Tecnico),Id 1002772-1155-Cot26,(Ag,Caae Indifir.,2204005003,Mmc",6,Aceptada,CLP,38000.0,45220.0,Kits de tubos de alimentación por gastrostomía,200.0,190.0,0.0,2026-04-28T15:24:48.827,2026-05-11 13:49:25
1002772-6000-AG26,"Sutura Seda Negra N° 2/0 Con Aguja 17-20 Mm,Id 1002772-1157-Cot26,(Ag,Dialisis,Medicina 6B,2204004003,Mmc)",6,Aceptada,CLP,120120.0,142943.0,Sutura,168.0,715.0,0.0,2026-04-28T16:02:06.337,2026-05-11 13:49:25
1013353-44-SE24,Cdp 251 Suministro De Inspección Y Certificación De Las Instalaciones De Gas De Los Ee.Ee Orden De Compra Desde 1013353-10-Lp24,12,Recepción Conforme,CLP,63865546.0,76000000.0,Inspección de edificios,1.0,63865546.0,63865546.0,2024-04-03T12:50:00.527,2026-05-11 13:49:25
1021609-203-SE26,Insumos Endoscopia (Litotriptor Y Barril De Ligaduras),6,Aceptada,CLP,8900000.0,10591000.0,Kits de accesorios para endoscopía,20.0,250000.0,5000000.0,2026-04-30T12:29:55.173,2026-05-11 13:49:25
1021609-203-SE26,Insumos Endoscopia (Litotriptor Y Barril De Ligaduras),6,Aceptada,CLP,8900000.0,10591000.0,Kits de accesorios para endoscopía,30.0,130000.0,3900000.0,2026-04-30T12:29:55.173,2026-05-11 13:49:25
1028-119-SE26,Orden De Compra Desde 1028-19-Lp26,6,Aceptada,CLP,135294118.0,161000000.0,Camiones de transporte,1.0,135294117.647,135294117.647,2026-04-14T08:22:00.87,2026-05-11 13:49:25
1038-78-AG26,Protectores Individuales Para Plantas (Rt9),4,Enviada a Proveedor,CLP,4041000.0,4808790.0,Semillas o plantas de algodón,9000.0,449.0,0.0,2026-04-30T08:13:29.11,2026-05-11 13:49:25
1038999-19-TD26,Orden De Compra Generada Por Trato Directo Id 1038999-20-Ftd26,6,Aceptada,CLP,1700400.0,2023476.0,Suplementos vitamínicos,12.0,12400.0,0.0,2026-04-29T12:23:45,2026-05-11 13:49:25
1038999-19-TD26,Orden De Compra Generada Por Trato Directo Id 1038999-20-Ftd26,6,Aceptada,CLP,1700400.0,2023476.0,Suplementos vitamínicos,12.0,14000.0,0.0,2026-04-29T12:23:45,2026-05-11 13:49:25
1038999-19-TD26,Orden De Compra Generada Por Trato Directo Id 1038999-20-Ftd26,6,Aceptada,CLP,1700400.0,2023476.0,Suplementos vitamínicos,6.0,16000.0,0.0,2026-04-29T12:23:45,2026-05-11 13:49:25
1038999-19-TD26,Orden De Compra Generada Por Trato Directo Id 1038999-20-Ftd26,6,Aceptada,CLP,1700400.0,2023476.0,Suplementos vitamínicos,12.0,14800.0,0.0,2026-04-29T12:23:45,2026-05-11 13:49:25
1038999-19-TD26,Orden De Compra Generada Por Trato Directo Id 1038999-20-Ftd26,6,Aceptada,CLP,1700400.0,2023476.0,Suplementos vitamínicos,36.0,15500.0,0.0,2026-04-29T12:23:45,2026-05-11 13:49:25
1038999-19-TD26,Orden De Compra Generada Por Trato Directo Id 1038999-20-Ftd26,6,Aceptada,CLP,1700400.0,2023476.0,Suplementos vitamínicos,12.0,16000.0,0.0,2026-04-29T12:23:45,2026-05-11 13:49:25
1043-26-AG26,Compra Cad Compra Ágil: 1043-25-Cot26 Materiales Revestimiendo Baños Tte Vidal,4,Enviada a Proveedor,CLP,183000.0,217770.0,Adhesivos químicos,6.0,30000.0,0.0,2026-05-04T06:44:48.863,2026-05-11 13:49:25
1043-26-AG26,Compra Cad Compra Ágil: 1043-25-Cot26 Materiales Revestimiendo Baños Tte Vidal,4,Enviada a Proveedor,CLP,183000.0,217770.0,Espátulas,1.0,3000.0,0.0,2026-05-04T06:44:48.863,2026-05-11 13:49:25
1049-2042-SE25,Orden De Compra Desde 1049-109-Le25,12,Recepción Conforme,CLP,19800000.0,19800000.0,Embarcación de desembarque de uso general,1.0,10000000.0,10000000.0,2025-11-13T09:38:01.157,2026-05-11 13:49:25
1049-2042-SE25,Orden De Compra Desde 1049-109-Le25,12,Recepción Conforme,CLP,19800000.0,19800000.0,Embarcación de desembarque de uso general,1.0,3800000.0,3800000.0,2025-11-13T09:38:01.157,2026-05-11 13:49:25
1049-2042-SE25,Orden De Compra Desde 1049-109-Le25,12,Recepción Conforme,CLP,19800000.0,19800000.0,Embarcación de desembarque de uso general,1.0,6000000.0,6000000.0,2025-11-13T09:38:01.157,2026-05-11 13:49:25
